"ID","SICA","year","DefectosTotales","ASNM","Luminosidad","prec1","prec2","prec3","prec4","prec5","prec6","prec7","prec8","prec9","prec10","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmax1","tmax2","tmax3","tmax4","tmax5","tmax6","tmax7","tmax8","tmax9","tmax10","tmean1","tmean2","tmean3","tmean4","tmean5","tmean6","tmean7","tmean8","tmean9","tmean10","dtr1","dtr2","dtr3","dtr4","dtr5","dtr6","dtr7","dtr8","dtr9","dtr10","PrecTotal","TminTotal","TmaxTotal","TmeanTotal","DtrTotal","PrecTotalAvg","TminTotalAvg","TmaxTotalAvg","TmeanTotalAvg","DtrTotalAvg","OrientationNum","Slope","pH_avg","org_avg","Franco","Arcilloso","Limoso","Arenoso","Cascajoso","PuntajeTotal"
"12",6607501128,2011,3,1529,2,144.566919556,205.452919922,256.560279541,191.569799805,196.876880493,213.420320435,178.635281982,122.258400269,272.319761963,324.066279297,16.99231987,16.8795998383,16.9332397461,17.1177198792,16.8883999634,16.6950799561,16.7580397797,16.6175597382,16.5219200897,16.4427599716,26.3911998749,26.1306799316,25.9476802063,26.2145200348,25.9155198669,25.8376399231,26.3391600037,26.5519598389,25.4285599518,25.0070800018,21.6917591095,21.5051403046,21.4404592514,21.6661195755,21.4019594193,21.2663602829,21.5486001968,21.5847597122,20.9752397537,20.7249202728,9.39888000488,9.25107955933,9.0144405365,9.09679985046,9.02712059021,9.14256095886,9.5811214447,9.93440055847,8.90664100647,8.5643196106,2105.72684326,167.846638832,259.763999634,213.805317879,91.9173641205,210.572684326,16.7846638832,25.9763999634,21.3805317879,9.19173641205,72.5746002,30.1868,5.4,0.038,3,0,3,0,0,81.375
"13",6607500809,2011,2.13,1417,2,139.564120483,205.553600464,244.859000244,178.131200562,187.849798584,192.671398926,169.364439087,117.353880005,262.246278687,307.03987915,17.7522002411,17.5566400146,17.6856800079,17.8385198975,17.6214398956,17.3583999634,17.389280014,17.1718000793,17.1486399841,17.2057598877,27.8334399414,27.5344799805,27.409879837,27.613440094,27.1531602478,26.9744799805,27.7511599731,27.8269200134,27.041760025,26.7079200745,22.7928209305,22.5455598831,22.5477800369,22.725979805,22.3872995377,22.1664400101,22.5702199936,22.4993600845,22.095199585,21.9568395615,10.0812397003,9.97783851624,9.72419929504,9.77491950989,9.53172111511,9.61607933044,10.3618793488,10.6551189423,9.89311981201,9.502161026,2004.63359619,174.728359985,273.846640167,224.287499428,99.1182765961,200.463359619,17.4728359985,27.3846640167,22.4287499428,9.91182765961,45,35.6083984,5.625,0.02175,3,3,3,0,0,80.75
"15",6607500288,2011,1.62,1531,2,147.470719604,191.393318481,256.590837402,196.949801025,200.275640259,215.97236084,176.253759766,128.797359009,262.604402466,319.141801758,16.6315597534,16.5362801361,16.4156799316,16.6977999496,16.5488000107,16.2110000992,16.4772800064,16.2898400116,16.1521998978,15.8410400391,24.8090799713,24.3376000977,24.3972399902,24.503999939,24.5212398529,24.2967999268,25.0640796661,25.0143200684,23.7768799591,23.0660399628,20.7203197479,20.4369401932,20.4064598083,20.6008996964,20.5350198746,20.253900528,20.7706794739,20.6520805359,19.9645404816,19.4535398483,8.17752075195,7.80132102966,7.98155975342,7.80620002747,7.9724407196,8.0858001709,8.58679962158,8.72447967529,7.62467956543,7.22500038147,2095.45000061,163.801479835,243.787279434,203.794380188,79.9858016968,209.545000061,16.3801479835,24.3787279434,20.3794380188,7.99858016968,98.3928986,14.0251999,5.625,0.02175,3,3,3,0,0,75.25
"16",6607500769,2011,1.29,1581,2,145.407881165,182.909279785,250.118119507,192.075440674,196.249160767,206.740480957,170.31539917,129.11428009,253.362121582,308.224761963,16.5324000549,16.4138398743,16.226400032,16.5628398895,16.4446800232,16.0053999329,16.3886400223,16.1424398804,16.0054400635,15.6266400146,24.2294799042,23.6358000946,23.8221199799,23.8595999146,24.0108000183,23.6871601105,24.656680069,24.434280014,23.2260399628,22.4142401123,20.3809404373,20.0248193741,20.0242605209,20.2112197876,20.2277393341,19.846280098,20.5226593018,20.2883605957,19.6157398224,19.0204401016,7.69708061218,7.22196006775,7.59572029114,7.29676055908,7.56612014771,7.68176078796,8.26803970337,8.29183959961,7.22060012817,6.7875995636,2034.51692566,162.348719788,237.97620018,200.162459373,75.6274814606,203.451692566,16.2348719788,23.797620018,20.0162459373,7.56274814606,255.2220001,34.3302994,5.625,0.02175,3,3,3,0,0,81.625
"18",6607500010,2011,2.18,1178,2,136.461759644,199.846921387,228.531040039,172.537359619,187.572681274,186.569678955,165.646880493,124.679999695,241.47552124,279.752080078,18.9683600616,18.6929199982,18.866599884,19.0114398956,18.8459199524,18.5397999573,18.5178799438,18.1704800415,18.2098801422,18.4081999207,29.5655200195,29.1949598694,29.3810801697,29.3048800659,28.7270799255,28.2415200043,29.6912398529,29.335799942,29.0726802063,28.6530799866,24.2669401169,23.9439401627,24.123840332,24.1581602097,23.7864999771,23.3906602859,24.1045598984,23.7531404495,23.6412801743,23.5306396484,10.597158432,10.5020389557,10.5144805908,10.2934398651,9.88115882874,9.70171928406,11.1733608246,11.1653194427,10.8627986908,10.2448806763,1923.07392242,186.231479797,291.167840042,238.699661255,104.936355591,192.307392242,18.6231479797,29.1167840042,23.8699661255,10.4936355591,209.5540009,24.3104,5.35,0.0523333333333,3,3,3,0,1,75.5
"19",6607500020,2011,3.32,1534,2,144.628040161,206.31539978,254.776038818,195.138280029,201.199837646,232.258399658,188.957000122,131.179360352,270.740921631,324.475721436,17.0526799011,16.9412399292,17.0171999359,17.2180801392,16.9936399078,16.8500399017,16.9411197662,16.7586399078,16.6487199402,16.5522002411,26.5473600006,26.3200401306,26.0907200623,26.3112000275,25.9936800385,25.913119812,26.4217601013,26.6244400024,25.5571999359,25.1110799408,21.8000192642,21.6306400299,21.5539598465,21.7646398544,21.4936599731,21.3815803528,21.6814403534,21.6915397644,21.1029596329,20.8316402435,9.49468040466,9.37879943848,9.07351875305,9.0931186676,9.00004196167,9.06307983398,9.48064041138,9.8657989502,8.90847969055,8.55887985229,2149.66899963,168.97355957,260.890600052,214.932079315,91.9170379639,214.966899963,16.897355957,26.0890600052,21.4932079315,9.19170379639,129.1840057,31.8798008,5.35,0.0523333333333,3,3,3,0,1,80.5
"26",6638300126,2011,1.2,1628,2,140.472359924,187.471478882,244.306161499,190.449800415,192.299360962,226.768878784,175.456879883,132.39519989,251.89644104,314.889598389,16.382320137,16.3591999054,16.2890397644,16.6363998032,16.4506800842,16.2617199326,16.6239598846,16.3767599869,16.2236798859,15.8354799652,24.5440798187,24.1574797821,24.1018000031,24.1773600769,24.2620398712,24.0892399597,24.7039997864,24.8060398865,23.4363598633,22.6799199677,20.4632005692,20.2583398819,20.1954202652,20.4068803787,20.3563594818,20.1754798889,20.663980484,20.5914001465,19.8300199509,19.2576999664,8.1617603302,7.79828071594,7.81276130676,7.54096031189,7.81135940552,7.82751846313,8.08003997803,8.42927932739,7.2126789093,6.84444046021,2056.40615967,163.439239349,240.958319016,202.198781013,77.5190792084,205.640615967,16.3439239349,24.0958319016,20.2198781013,7.75190792084,27.9874992,38.7591019,5.4,0.038,3,0,3,0,0,82.75
"27",6638300158,2011,1.4,1745,2,140.373840332,183.950280151,243.180679321,188.794559326,191.045601196,220.814159546,172.094240112,131.906040955,249.32184082,311.6334021,16.3917201996,16.3514397812,16.2375599289,16.6031999207,16.4381999588,16.1771997833,16.5952801132,16.3272399139,16.1706000137,15.751879921,24.3017198944,23.8353198242,23.8759601593,23.9089998627,24.0611998749,23.8277600098,24.5678001404,24.5620001221,23.2207200623,22.4089998627,20.3467197418,20.0933799744,20.0567598343,20.2560997009,20.2496995926,20.0024805069,20.5815401077,20.4446201324,19.6956605911,19.0804400444,7.90999984741,7.48387908936,7.63839912415,7.3058013916,7.62299919128,7.65056037903,7.97252082825,8.23476028442,7.05011940002,6.65712070465,2033.11464386,163.044319534,238.570479813,200.807400226,75.5261602402,203.311464386,16.3044319534,23.8570479813,20.0807400226,7.55261602402,136.302002,26.7618008,5.4,0.038,3,0,3,0,0,80
"34",6638300608,2011,4.63,1564,2,140.97592041,198.133198853,248.86880127,189.481919556,193.696959839,225.424680176,176.845360107,125.513720093,262.974238892,320.543800049,16.6259599686,16.5711200714,16.6013998032,16.8470000458,16.630039978,16.4912801361,16.6634000015,16.4796399689,16.3554000092,16.1556399918,25.4287200165,25.1391599274,25.0083200073,25.2276798248,25.1068798828,25.0092398071,25.498319931,25.7135601807,24.3924000549,23.815240097,21.0273399353,20.8551397324,20.8048601151,21.0373401642,20.8684597015,20.7502593994,21.0808601379,21.0965995789,20.3739004135,19.9854402542,8.80276107788,8.56804084778,8.40691947937,8.38068008423,8.4768409729,8.51795959473,8.83491897583,9.23392105103,8.03700065613,7.65960121155,2082.45859924,165.420879975,250.339519729,207.880199432,84.9186439514,208.245859924,16.5420879975,25.0339519729,20.7880199432,8.49186439514,0,0,5.41666666667,0.0498333333333,3,0,3,2,0,78
"35",6600103765,2011,1.65,1480,2,127.294800415,164.559400635,218.37460083,286.367718506,226.807797852,217.247960205,213.759078369,183.085640259,142.294561157,287.681723633,17.2256401062,17.3608798218,17.4151599121,17.2843599701,17.5432000732,17.2850798035,17.1654000854,16.9702400208,16.9857200623,16.8193599701,27.244240036,27.3445599365,27.2286000824,26.9595998383,27.099280014,26.5743601227,26.6038799286,27.4320001221,27.3150000763,26.6108800507,22.2349395752,22.3527202606,22.3218793869,22.1219806671,22.3212394714,21.9297199249,21.88463974,22.2011194229,22.1503601074,21.7151203156,10.0186004639,9.9836807251,9.81344032288,9.67523956299,9.5560798645,9.28927993774,9.4384803772,10.4617595673,10.3292808533,9.79151916504,2067.47328186,172.055039826,270.412400208,221.233718872,98.35736084,206.747328186,17.2055039826,27.0412400208,22.1233718872,9.835736084,340.8210144,11.1612997,5.4,0.038,3,0,3,0,0,80.5
"37",6600101458,2011,3.83,1253,0,115.560479431,149.180201416,205.872520142,252.700200195,190.765278931,178.958041382,146.624801025,148.384599304,122.370360718,255.044758911,17.4208800507,17.7180800629,17.6619999695,17.6420399475,17.8849200439,17.6639602661,17.3390800476,17.2864001465,17.2087199402,17.2351199341,28.0308402252,28.0019998932,27.7669599915,27.2983600616,27.5654799652,27.0053598785,27.0586400604,27.8999199677,27.8962000275,27.1118000031,22.725859642,22.8600406647,22.7144804001,22.4702005386,22.7251996994,22.3346595764,22.1988601685,22.5931596756,22.5524597168,22.1734600067,10.609960556,10.2839202881,10.1049594879,9.6563205719,9.68055915833,9.34140014648,9.71955871582,10.6135196686,10.6874809265,9.8766784668,1765.46124145,175.061200409,275.635560074,225.348380089,100.574357986,176.546124145,17.5061200409,27.5635560074,22.5348380089,10.0574357986,301.3729858,11.0087996,5.35,0.0255,3,1,3,0,0,75.25
"39",6600103421,2011,1.24,1696,2,115.463879089,154.16131958,181.174000244,267.994119263,229.030958862,215.528800049,212.894360352,169.687879639,135.797519531,248.124440918,15.9516400528,16.3596001053,16.2413999557,16.1503999329,16.3181198502,16.2489199829,15.9547999191,15.8533600616,15.7989199829,15.6632799149,24.7464798737,25.0312400055,24.7343599701,24.4700798798,24.7056400299,24.3890802002,24.4148800659,25.0396800232,24.9434398651,23.9982000732,20.3490595818,20.6954202652,20.4878797531,20.3102397919,20.511879921,20.3190002441,20.1848402023,20.4465203285,20.3711795807,19.8307394981,8.79483890533,8.67164039612,8.4929599762,8.31967926025,8.38752174377,8.14015960693,8.46008110046,9.18632030487,9.14451980591,8.3349199295,1929.85727753,160.540439758,246.473079987,203.506759167,85.9326410293,192.985727753,16.0540439758,24.6473079987,20.3506759167,8.59326410293,178.1759949,32.4707985,5.33333333333,0.0421666666667,3,3,3,0,0,80.625
"41",6600100431,2011,1.1,1490,2,125.978119507,163.902158813,203.823200684,287.959837646,238.368239136,232.384401245,243.270479736,198.705759277,149.26723999,281.846921387,16.8781998444,17.0922799683,17.084679718,16.9389199829,17.1795200348,17.0101200104,16.864039917,16.7294799805,16.7101199341,16.5146800232,26.395799942,26.6852397919,26.4423200989,26.2879998779,26.4055198669,25.9848800659,25.9403601074,26.7601200104,26.56583992,25.8580799103,21.6370000839,21.888759613,21.7635002136,21.6134595871,21.7925195694,21.4975004196,21.4022006989,21.7448005676,21.6379795074,21.1863803864,9.51759910583,9.59296035767,9.35763931274,9.34908103943,9.22599983215,8.97476005554,9.07632064819,10.0306396484,9.85572052002,9.34339904785,2125.50635742,169.002039414,263.326159592,216.164100647,94.3241195678,212.550635742,16.9002039414,26.3326159592,21.6164100647,9.43241195678,288.2080078,32.9528008,5.625,0.02175,3,3,3,0,0,78.5
"48",6600101753,2011,2.17,1550,2,124.197400513,163.029041138,211.579158936,286.962196045,223.278001099,208.906240234,203.204280396,172.695358276,136.972199402,279.909200439,16.9725601196,17.2012799835,17.2589199829,17.1511601257,17.3570800018,17.1230400848,16.9779599762,16.73147995,16.7557601166,16.6149599457,26.8688800049,27.0950400543,27.0073602295,26.8249199677,26.9851999664,26.4653199768,26.3995600128,27.3655198669,27.1800801086,26.4396398926,21.9207201004,22.1481599808,22.133140564,21.9880399704,22.1711406708,21.7941799164,21.6887607574,22.048500061,21.9679203033,21.527299881,9.89631843567,9.8937587738,9.74843978882,9.6737613678,9.62812042236,9.34228134155,9.4216003418,10.6340408325,10.4243202209,9.82468032837,2010.73307648,170.144200287,268.631520081,219.387862205,98.4873218536,201.073307648,17.0144200287,26.8631520081,21.9387862205,9.84873218536,193.3930054,4.9979401,5.4,0.038,3,0,3,0,0,80.75
"49",6600101754,2011,1.98,1535,2,124.886281128,163.431559448,213.349078369,287.228321533,223.761122437,210.467479248,205.210999146,174.95815979,138.065000305,282.198641357,17.036680069,17.2387599182,17.2981997681,17.1853201294,17.401880188,17.1599599457,17.0218399811,16.7833200073,16.8094402313,16.6633200836,26.9611598969,27.1660800171,27.0777999878,26.8817999268,27.0352397919,26.5151200867,26.4631201172,27.4071998596,27.2325200653,26.5027600098,21.9989204407,22.2024202347,22.188000679,22.0335597992,22.2185602188,21.8375396729,21.7424793243,22.0952596664,22.0209798813,21.5830402374,9.92448043823,9.92732048035,9.77960014343,9.69647979736,9.63335990906,9.35515975952,9.44128036499,10.6238803864,10.423078537,9.83943939209,2023.55664276,170.598720322,269.242799759,219.920760155,98.6440792084,202.355664276,17.0598720322,26.9242799759,21.9920760155,9.86440792084,237.529007,6.0304298,5.4,0.038,3,0,3,0,0,77.5
"52",6600100168,2011,1.4,1447,2,124.582919006,162.896558228,199.754880371,286.620718994,237.824799805,229.827238159,239.851721191,193.291200562,147.165279541,276.463797607,16.7931600189,17.0319199371,17.0217198944,16.8743200684,17.1013999176,16.9506401825,16.7909998322,16.638999939,16.6267599487,16.4379200745,26.1853999329,26.5002000427,26.2507601166,26.1108002472,26.2300799561,25.8219599152,25.7693600464,26.60852005,26.3938398743,25.6725600433,21.489279747,21.7660598755,21.6362400055,21.4925603867,21.6657400131,21.386300087,21.2801799774,21.6237602234,21.5103006363,21.0552396774,9.39224052429,9.46828079224,9.22904205322,9.23647880554,9.12867927551,8.87132072449,8.97835922241,9.96952056885,9.76708030701,9.23464012146,2098.27911346,168.267839813,261.543480225,214.905660629,93.275642395,209.827911346,16.8267839813,26.1543480225,21.4905660629,9.3275642395,331.8580017,21.5592995,5.625,0.02175,3,3,3,0,0,0
"53",6600101549,2011,1.5,1506,2,127.294800415,164.559400635,218.37460083,286.367718506,226.807797852,217.247960205,213.759078369,183.085640259,142.294561157,287.681723633,17.2256401062,17.3608798218,17.4151599121,17.2843599701,17.5432000732,17.2850798035,17.1654000854,16.9702400208,16.9857200623,16.8193599701,27.244240036,27.3445599365,27.2286000824,26.9595998383,27.099280014,26.5743601227,26.6038799286,27.4320001221,27.3150000763,26.6108800507,22.2349395752,22.3527202606,22.3218793869,22.1219806671,22.3212394714,21.9297199249,21.88463974,22.2011194229,22.1503601074,21.7151203156,10.0186004639,9.9836807251,9.81344032288,9.67523956299,9.5560798645,9.28927993774,9.4384803772,10.4617595673,10.3292808533,9.79151916504,2067.47328186,172.055039826,270.412400208,221.233718872,98.35736084,206.747328186,17.2055039826,27.0412400208,22.1233718872,9.835736084,217.875,24.7924004,5.4,0.038,3,0,3,0,0,75.375
"54",6600102545,2011,1.7,1554,2,123.861520386,162.116680298,196.990719604,285.340758057,238.118519287,229.112479248,239.757880859,191.307078857,146.830320435,272.994042969,16.73852005,16.9928799438,16.9775200653,16.829960022,17.0500399017,16.911439743,16.7450800323,16.5900399017,16.5775200653,16.390960083,26.0638001251,26.3950801849,26.1379999542,26.0002799225,26.1197999573,25.7187999725,25.6668798065,26.5069999695,26.2812798309,25.558239975,21.4011602402,21.693980217,21.5577602386,21.4151201248,21.5849199295,21.3151197433,21.2059803009,21.5485200882,21.429400444,20.9746007919,9.32528114319,9.40220069885,9.16048049927,9.17032051086,9.06976127625,8.80735969543,8.92179870605,9.91695976257,9.70376014709,9.16728019714,2086.43,167.803959808,260.449159698,214.126562118,92.6452026367,208.643,16.7803959808,26.0449159698,21.4126562118,9.26452026367,278.6730042,25.8069,5.625,0.02175,3,3,3,0,0,77.75
