"","SICA","year","DefectosTotales","ASNM","Luminosidad","prec1","prec2","prec3","prec4","prec5","prec6","prec7","prec8","prec9","prec10","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmax1","tmax2","tmax3","tmax4","tmax5","tmax6","tmax7","tmax8","tmax9","tmax10","tmean1","tmean2","tmean3","tmean4","tmean5","tmean6","tmean7","tmean8","tmean9","tmean10","dtr1","dtr2","dtr3","dtr4","dtr5","dtr6","dtr7","dtr8","dtr9","dtr10","PrecTotal","TminTotal","TmaxTotal","TmeanTotal","DtrTotal","PrecTotalAvg","TminTotalAvg","TmaxTotalAvg","TmeanTotalAvg","DtrTotalAvg","OrientationNum","Slope","pH_avg","org_avg","Franco","Arcilloso","Limoso","Arenoso","Cascajoso","PuntajeTotal"
"prec6",0.0995271373809751,-0.917202094545408,0.71922048009122,-0.450000918064392,0.411760175006669,0.105815569403031,-0.125248523279231,0.267478111334096,0.798773604507644,0.953551664379283,1,0.102506526498604,-0.352210181030275,0.375280819788645,0.89094299426887,0.468409699726938,0.402615522187158,0.430157259664815,0.428729808895728,0.450922113904782,0.300534779111176,0.221405975918683,0.205195049307457,0.183046112753327,0.125827550776109,0.224849732483045,0.419146138621205,0.431594489129754,0.22765245231104,-0.0824802937999786,-0.00288344577614792,0.274008168075177,0.268254903828799,0.0940821907033791,-0.126504139882666,0.345406584188786,0.423294884003849,0.435973690775029,0.32247239311829,0.185684226938612,0.141789208264084,0.253396486597613,0.243749047991665,0.135623217796262,-0.022181039834855,-0.399358995033712,0.0672726259601483,0.22615482133187,-0.318060028926985,-0.899358436127223,-0.755734302007595,0.334304083447715,0.262741357568514,-0.149540868882868,-0.468280813665456,0.604208911189761,0.338365094598664,0.184825927786837,0.258013433030987,-0.367799717357549,0.604208911189761,0.338365094598664,0.184825927786836,0.258013433030987,-0.36779971735755,-0.112180554891339,0.125291786815748,0.273770440620401,-0.349379346764168,0.180368927433918,0.0438220559305541,0.180368927433918,-0.404400928141737,-0.332265731238685,0.129656361318401
"prec7",-0.199690029922702,-0.0866374239897476,0.158266335033763,-0.477490066912727,0.45832379146187,0.703676146375882,0.658235308779592,0.499689527589938,-0.0288768077076603,-0.0733318218873555,0.102506526498604,1,0.753912291814665,0.521174212791779,0.163731361631282,0.56160600435611,0.641033627624688,0.662220450126723,0.591687162580806,0.611059717460259,0.723281500921406,0.675466768657636,0.673216638591391,0.716821392172544,0.705289292316768,0.66787269230371,0.463096639570579,0.493973515854941,0.58800185506031,0.669402088464957,0.704770410742253,0.656126503250525,0.609186556743791,0.546378941982416,0.472418908723365,0.634719881062345,0.566774166597103,0.577092122561741,0.598985030728296,0.669830154492397,0.72508930474917,0.668870540673022,0.649010321987933,0.63106678190278,0.582108307008299,0.435588712926668,-0.327183661632807,-0.177861337896002,0.297366305931569,0.153948921977011,0.183220539548851,0.476842982946185,0.137896635258931,-0.0861469628517892,-0.062299232381935,0.613012399238131,0.663729809088079,0.611681154909054,0.641458275654695,0.148907502681813,0.613012399238132,0.66372980908808,0.611681154909054,0.641458275654695,0.148907502681813,-0.448554104369462,-0.712587020410735,-0.275092458095684,-0.531880507082241,-0.3574934951749,-0.431806167255344,-0.3574934951749,-0.154017928418544,-0.403470393932307,0.0336270163039449
"prec8",-0.0836461454480421,0.295952732218421,-0.264321986338637,-0.141202627134147,0.105406456865108,0.353300073650196,0.872559670469872,0.604157184068164,-0.144858191772023,-0.440373372361547,-0.352210181030275,0.753912291814665,1,0.54536844631613,-0.168764918194337,0.211745221517961,0.320036986879326,0.292900697178263,0.284157707802514,0.274460810078272,0.428149797654579,0.397435164290364,0.423375837748647,0.458213439033145,0.490623689036207,0.459524132399353,0.196198936527485,0.0665553362062936,0.236030366689871,0.561801018423768,0.55274675145132,0.374579365994723,0.328534540696473,0.285736017093601,0.303518272358618,0.354353019901905,0.264594941797872,0.171393261306953,0.261599940242399,0.44065719233853,0.502329672860543,0.386904317332703,0.377796848933893,0.367712868414136,0.38991942029432,0.64110971398199,-0.237770218785005,-0.547509987721982,0.0181525084467868,0.528021174895036,0.4897671223187,0.245909395895151,-0.059144532504246,-0.23337250835341,-0.0978034904049384,0.455009505308369,0.356509708997508,0.346428096358745,0.354258028552358,0.142432966366363,0.455009505308369,0.356509708997509,0.346428096358744,0.354258028552358,0.142432966366364,0.0599139797061091,-0.646496842891165,-0.520068442909396,-0.350327044497733,-0.536713704074286,-0.201840417296041,-0.536713704074286,-0.0851792601725074,0.0246734455392215,-0.177630740780073
"prec9",0.181735244178231,-0.565514027167292,0.454246850333457,-0.267459039622264,0.415501029538912,-0.0764530899927337,0.813003329854028,0.98081738401179,0.674106122814798,0.397663046246866,0.375280819788645,0.521174212791779,0.54536844631613,1,0.656652154166357,0.324232255553807,0.371948967393342,0.327596666409978,0.365076274270761,0.311214402392532,0.348143179988316,0.259339951353237,0.235676919661357,0.26089036139497,0.31577848772911,0.495328014113328,0.387733618828673,0.153177863209948,0.136210605227135,0.26855305065938,0.271594760677858,0.359892556869421,0.331879446175941,0.129113744189541,-0.0606440897241414,0.42722509375711,0.391322452945194,0.235154506489522,0.242187894060884,0.302399921044081,0.312533241759776,0.319373272340377,0.29318293095991,0.190503294117834,0.0978981679450757,0.503437099585801,0.0632396260495815,-0.369385878381168,-0.425840774268919,-0.0487733001787716,-0.102072568434259,0.50917294693802,0.36531879509499,-0.227110927183948,-0.618170364791058,0.941169675658866,0.319657095637281,0.256040040697708,0.287987920607119,-0.0629656964911101,0.941169675658866,0.319657095637281,0.256040040697707,0.287987920607119,-0.0629656964911095,0.252172257103191,-0.127290105357821,-0.283487896509456,-0.395264872189254,-0.345380660976512,-0.19044017888074,-0.345380660976512,-0.053013169721631,-0.123089062200604,-0.497635087324194
"prec10",0.0540751361237479,-0.989054709399728,0.826887531995447,-0.519761302589976,0.475076084628424,-0.0405248047303871,0.202181318241992,0.554637420729639,0.886591852111794,0.866777382863126,0.89094299426887,0.163731361631282,-0.168764918194337,0.656652154166357,1,0.502391848618118,0.473044009990447,0.436110837213076,0.477850969353706,0.434471517469186,0.336408790173041,0.253730821416164,0.220217747828343,0.195790148240354,0.194219782645064,0.385333134728833,0.46660227678274,0.387085052120682,0.23859713057166,0.0356551996302415,0.0832026466627022,0.326449801711783,0.30862325352267,0.115365448930662,-0.12243218443158,0.450314006809005,0.483768492140831,0.414144525285723,0.350908329260316,0.240543229306954,0.205329333089536,0.297598233221594,0.2731246402242,0.153341575299537,0.00931002740192857,-0.0973362368636003,0.0240480009952062,0.0734985927401496,-0.395208998747253,-0.664244764182138,-0.602819882550683,0.42067128921148,0.337381984705423,-0.118598984150541,-0.564847959732995,0.789101830243018,0.368777436697609,0.23529417723546,0.299596641295001,-0.282576485811214,0.789101830243018,0.368777436697608,0.23529417723546,0.299596641295002,-0.282576485811214,0.0135362660572289,0.221470757134685,0.206758769202033,-0.25722865909876,0.119597124691144,-0.0548732726626384,0.119597124691144,-0.232024083741924,-0.125997910214266,-0.245145583393334
"tmin1",-0.688304197324078,-0.452179282451058,0.660189428412671,-0.959478704092203,0.247289076533382,0.640690199496194,0.35640677094289,0.168428703613434,0.128745195062761,0.244609476801711,0.468409699726938,0.56160600435611,0.211745221517961,0.324232255553807,0.502391848618118,1,0.975458017492458,0.986219222233019,0.991428908542329,0.982961224473358,0.963068700673619,0.94844484952786,0.932125530730388,0.920812505176006,0.907351754600846,0.901552583400788,0.898687110378357,0.947319744470807,0.941153249574989,0.811385838568392,0.845135882752075,0.921113271898539,0.904352070087242,0.868522365705116,0.761778449179611,0.970863454498683,0.964257580373582,0.976265472761486,0.978863695279071,0.935404116571863,0.915163722085788,0.9390814373734,0.932474491373557,0.904268720013506,0.840967151704681,0.115172213530512,-0.0853984667898472,0.388294758395989,0.379677086811548,-0.218768659263439,-0.0184431315110906,0.669021922168106,0.353654978977322,0.35711192425786,0.25388585647308,0.512899901414774,0.978954261038433,0.919442087026412,0.955479962506418,0.279913944165324,0.512899901414774,0.978954261038433,0.919442087026412,0.955479962506418,0.279913944165324,-0.51477896714859,-0.212231932510322,0.0430619228551534,-0.24301708134694,0.0167227354718849,-0.237622641793826,0.0167227354718849,-0.64695158921997,0.0227121972332815,0.174663837260659
"tmin2",-0.653399520193861,-0.408712834821641,0.619545675830867,-0.971525509111534,0.357243039434469,0.624289999178084,0.429193000156131,0.236274869971224,0.117814505160606,0.164813384602619,0.402615522187158,0.641033627624688,0.320036986879326,0.371948967393342,0.473044009990447,0.975458017492458,1,0.963652204375149,0.987993405342475,0.96365246174801,0.963115180668368,0.959229871124506,0.954961147244547,0.930352937095225,0.919777011135026,0.935836873535904,0.885819209495561,0.896305218420902,0.924610023452523,0.84682812266881,0.889340101950357,0.933322752085878,0.90006234733656,0.844038426177781,0.754338348973857,0.978279247029526,0.969900319178004,0.937733831515432,0.968004524911102,0.944536295783357,0.939026923224592,0.950765409284291,0.940608963127418,0.894829819361245,0.841797430130358,0.24185506965931,-0.162981661304841,0.288876302330418,0.342645459992868,-0.124183730854988,0.105785722949031,0.681870093311278,0.291636376232825,0.266832359347839,0.218600896126473,0.542673871083142,0.978850941183342,0.919716497803935,0.955580912886926,0.281182120170079,0.542673871083142,0.978850941183341,0.919716497803935,0.955580912886926,0.281182120170079,-0.484552416846788,-0.351141637736247,-0.00115463236366606,-0.186900276941989,-0.0126403747673016,-0.349922019074001,-0.0126403747673016,-0.53938435056252,0.0582564166001976,0.179023339209019
"tmin3",-0.65552281758922,-0.385463551433741,0.601124031862273,-0.914928977485504,0.257482897512047,0.717520942956718,0.385535953193038,0.179590555781905,0.065372826310856,0.203476494826507,0.430157259664815,0.662220450126723,0.292900697178263,0.327596666409978,0.436110837213076,0.986219222233019,0.963652204375149,1,0.980207998682549,0.989657678179156,0.98603350040989,0.966868909447544,0.950476271976141,0.955696061032041,0.936942437715637,0.903583531295421,0.888243484880723,0.953712914115933,0.954661014921694,0.840509441685382,0.875199271029624,0.94078023848851,0.92566000031166,0.894447761144316,0.789761137353364,0.965490091200958,0.952814567280414,0.986129685701309,0.981367691835165,0.954408763754956,0.942331465938966,0.958351417387534,0.952781152739756,0.934606257562164,0.87027001005348,0.146771701043221,-0.0834441775989342,0.372600511043694,0.440346651639845,-0.178795468800938,0.00899560810713101,0.687374893819766,0.369982888161484,0.351056697684161,0.268974791299091,0.518334775511964,0.988851206386705,0.936467146739486,0.969338917995877,0.309748937040091,0.518334775511964,0.988851206386704,0.936467146739485,0.969338917995877,0.309748937040091,-0.567039581314109,-0.308734261781103,-0.0209333817864382,-0.333006482281907,-0.0567340127566722,-0.269607281702639,-0.0567340127566722,-0.64052229652885,-0.0990869568228284,0.215864563482376
"tmin4",-0.667868983009484,-0.417307668541569,0.643222385422976,-0.955598036224206,0.278613510634106,0.604223626116515,0.410944981315874,0.216001438920866,0.126860172197109,0.207435041615531,0.428729808895728,0.591687162580806,0.284157707802514,0.365076274270761,0.477850969353706,0.991428908542329,0.987993405342475,0.980207998682549,1,0.987139702327242,0.971761065033422,0.965312208643677,0.956477852249664,0.941268971020484,0.932103604270384,0.936329958747995,0.927467620097738,0.932440100655833,0.937415503559028,0.849865402358945,0.885622620593734,0.950748212329437,0.930865000887944,0.878384974862509,0.77930625031718,0.986083247061893,0.985691444486651,0.965289286507173,0.98065039493778,0.958134037307046,0.941145706369897,0.963461840618229,0.958441371557895,0.919059376388267,0.86196309201999,0.211769509351372,-0.0498575674070985,0.357829166650655,0.351029056768788,-0.158142197692153,0.0738206930700837,0.720945906180228,0.370608719513405,0.338570891112233,0.253756538310886,0.532687457158652,0.988757365037575,0.940221335288219,0.971334739445193,0.323145828238327,0.532687457158652,0.988757365037575,0.940221335288219,0.971334739445193,0.323145828238327,-0.463625440696944,-0.287521129855054,-0.0218203619140067,-0.215961462234604,-0.028055417010109,-0.292770129388702,-0.028055417010109,-0.629701014974621,0.0412803691373603,0.201059962753565
"tmin5",-0.645305957018338,-0.381619688841787,0.595510892877804,-0.916855134371636,0.246798895811624,0.669356531241667,0.353408923175764,0.161981775644943,0.0940137597341207,0.22688580763091,0.450922113904782,0.611059717460259,0.274460810078272,0.311214402392532,0.434471517469186,0.982961224473358,0.96365246174801,0.989657678179156,0.987139702327242,1,0.976130319662212,0.964582415601954,0.958631086431104,0.953537964701128,0.929360044261521,0.897840817941257,0.917627597746207,0.949979303039435,0.939018307952913,0.831133957699226,0.873236766755327,0.946572518305507,0.93258920071356,0.885981580977801,0.787036928606454,0.960773236197302,0.968234150092868,0.979314187208182,0.975717696825644,0.954661168150715,0.936549525290729,0.960730411969986,0.960392446637404,0.928874686910491,0.865419790032292,0.139955557473818,-0.020967687047402,0.387663609071574,0.383242537687878,-0.212573670120081,0.0281107207352009,0.709960961930851,0.370450412704341,0.332170031113663,0.274751529755156,0.502537800306197,0.987869021460828,0.935494232992322,0.968352883449288,0.309291899131813,0.502537800306197,0.987869021460828,0.935494232992322,0.968352883449289,0.309291899131813,-0.503765930862876,-0.332681444908831,-0.0342516964077783,-0.292648070769663,-0.0485307142502355,-0.256893527790556,-0.0485307142502355,-0.69773253436279,-0.0579976449619036,0.300130434348698
