,prec1,prec2,prec3,prec4,prec5,prec6,prec7,prec8,prec9,prec10,tmin1,tmin2,tmin3,tmin4,tmin5,tmin6,tmin7,tmin8,tmin9,tmin10,tmax1,tmax2,tmax3,tmax4,tmax5,tmax6,tmax7,tmax8,tmax9,tmax10,tmean1,tmean2,tmean3,tmean4,tmean5,tmean6,tmean7,tmean8,tmean9,tmean10,dtr1,dtr2,dtr3,dtr4,dtr5,dtr6,dtr7,dtr8,dtr9,dtr10,PrecTotalAvg,TminTotalAvg,TmaxTotalAvg,TmeanTotalAvg,DtrTotalAvg,PrecTotal,TminTotal,TmaxTotal,TmeanTotal,DtrTotal,year,ASNM,LUMINOSID,pH_avg,org_avg,franco_L1,arcilloso_L1,limoso_L1,arenoso_L1,cascajoso_L1,franco_L2,arcilloso_L2,limoso_L2,arenoso_L2,cascajoso_L2,franco_L3,arcilloso_L3,limoso_L3,arenoso_L3,cascajoso_L3,segme,score
10,146.0464807,204.1420807,258.3918408,195.5227991,199.8929193,220.6594385,182.003241,125.5326807,272.5824805,326.5054004,16.86883991,16.77175991,16.79639996,17.00227997,16.78204002,16.59295986,16.68767998,16.54668007,16.43355991,16.30108013,26.06491997,25.79147995,25.61719986,25.8617601,25.61619995,25.53604027,26.02996002,26.2335598,25.06304016,24.58908012,21.46687984,21.28161907,21.20679951,21.43201923,21.19911957,21.06449986,21.35881996,21.39012051,20.7482996,20.44508076,9.196081162,9.019720078,8.820798874,8.859479904,8.834159851,8.943078995,9.342281342,9.686880112,8.629480362,8.288000107,213,16,25,21,8,2131,166,256,211,89,2011,1593,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,79
11,143.7927216,211.2216785,249.6401996,188.6282788,199.6408008,214.3141602,184.8354425,128.5072406,267.9849597,312.8073206,17.77075996,17.55248001,17.68036003,17.84807991,17.64420006,17.39164001,17.45300011,17.20983994,17.14964012,17.19299995,27.87451988,27.59272018,27.39847992,27.5923201,27.10055992,26.95155983,27.67040009,27.76272003,27.01647995,26.68415993,22.82263947,22.57260036,22.53942013,22.72019959,22.3723793,22.17159939,22.56170082,22.48628044,22.08306026,21.93858051,10.10375977,10.04023933,9.718118668,9.744239807,9.456359863,9.559919357,10.2173996,10.55287933,9.866838455,9.491159439,210,17,27,22,9,2101,174,273,224,98,2011,1360,1,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,76
12,144.5669196,205.4529199,256.5602795,191.5697998,196.8768805,213.4203204,178.635282,122.2584003,272.319762,324.0662793,16.99231987,16.87959984,16.93323975,17.11771988,16.88839996,16.69507996,16.75803978,16.61755974,16.52192009,16.44275997,26.39119987,26.13067993,25.94768021,26.21452003,25.91551987,25.83763992,26.33916,26.55195984,25.42855995,25.00708,21.69175911,21.5051403,21.44045925,21.66611958,21.40195942,21.26636028,21.5486002,21.58475971,20.97523975,20.72492027,9.398880005,9.251079559,9.014440537,9.09679985,9.02712059,9.142560959,9.581121445,9.934400558,8.906641006,8.564319611,210,16,25,21,9,2105,167,259,213,91,2011,1529,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,81.375
13,139.5641205,205.5536005,244.8590002,178.1312006,187.8497986,192.6713989,169.3644391,117.35388,262.2462787,307.0398792,17.75220024,17.55664001,17.68568001,17.8385199,17.6214399,17.35839996,17.38928001,17.17180008,17.14863998,17.20575989,27.83343994,27.53447998,27.40987984,27.61344009,27.15316025,26.97447998,27.75115997,27.82692001,27.04176003,26.70792007,22.79282093,22.54555988,22.54778004,22.72597981,22.38729954,22.16644001,22.57021999,22.49936008,22.09519959,21.95683956,10.0812397,9.977838516,9.724199295,9.77491951,9.531721115,9.61607933,10.36187935,10.65511894,9.893119812,9.502161026,200,17,27,22,9,2004,174,273,224,99,2011,1417,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,80.75
14,144.4481598,202.9729181,254.5987616,195.4727203,199.9412402,231.9897998,186.1799609,130.1217996,268.9167584,325.1621594,16.83875992,16.75672009,16.80123997,17.02383995,16.80335999,16.66323982,16.78875992,16.61564011,16.49523987,16.33784004,26.03591995,25.78875992,25.58508003,25.79896004,25.5667601,25.48675995,25.96960007,26.18448013,25.00791992,24.50268005,21.43733978,21.27273941,21.19316006,21.41139984,21.1850605,21.07499981,21.37917995,21.40006065,20.75157928,20.42025948,9.197158813,9.032039642,8.783838272,8.775119781,8.763401031,8.823518753,9.180841446,9.568840027,8.512680054,8.164840698,213,16,25,21,8,2139,167,255,211,88,2011,1324,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,75.25
15,147.4707196,191.3933185,256.5908374,196.949801,200.2756403,215.9723608,176.2537598,128.797359,262.6044025,319.1418018,16.63155975,16.53628014,16.41567993,16.69779995,16.54880001,16.2110001,16.47728001,16.28984001,16.1521999,15.84104004,24.80907997,24.3376001,24.39723999,24.50399994,24.52123985,24.29679993,25.06407967,25.01432007,23.77687996,23.06603996,20.72031975,20.43694019,20.40645981,20.6008997,20.53501987,20.25390053,20.77067947,20.65208054,19.96454048,19.45353985,8.177520752,7.80132103,7.981559753,7.806200027,7.97244072,8.085800171,8.586799622,8.724479675,7.624679565,7.225000381,209,16,24,20,7,2095,163,243,203,79,2011,1531,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,75.25
16,145.4078812,182.9092798,250.1181195,192.0754407,196.2491608,206.740481,170.3153992,129.1142801,253.3621216,308.224762,16.53240005,16.41383987,16.22640003,16.56283989,16.44468002,16.00539993,16.38864002,16.14243988,16.00544006,15.62664001,24.2294799,23.63580009,23.82211998,23.85959991,24.01080002,23.68716011,24.65668007,24.43428001,23.22603996,22.41424011,20.38094044,20.02481937,20.02426052,20.21121979,20.22773933,19.8462801,20.5226593,20.2883606,19.61573982,19.0204401,7.697080612,7.221960068,7.595720291,7.296760559,7.566120148,7.681760788,8.268039703,8.2918396,7.220600128,6.787599564,203,16,23,20,7,2034,162,237,200,75,2011,1581,2,5.625,0.02175,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,A2011,81.625
17,141.1602783,204.6488,251.4791187,181.9701611,188.3336792,191.0876788,167.3399609,113.9402802,268.1266016,315.881438,17.26708008,17.1231601,17.21539993,17.36587997,17.12711998,16.89315994,16.90868004,16.7664402,16.71755997,16.72328018,27.02420013,26.75991989,26.59252007,26.87724014,26.49292,26.39212006,26.97416016,27.15996002,26.15076019,25.81059982,22.14564037,21.94153976,21.90396023,22.12155914,21.81001949,21.64264011,21.9414196,21.96319962,21.43416023,21.26694012,9.757120132,9.636760712,9.377119064,9.511360168,9.365800858,9.498960495,10.06547928,10.39352036,9.433200836,9.087320328,202,17,26,21,9,2023,170,266,218,96,2011,1453,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,75.25
18,136.4617596,199.8469214,228.53104,172.5373596,187.5726813,186.569679,165.6468805,124.6799997,241.4755212,279.7520801,18.96836006,18.69292,18.86659988,19.0114399,18.84591995,18.53979996,18.51787994,18.17048004,18.20988014,18.40819992,29.56552002,29.19495987,29.38108017,29.30488007,28.72707993,28.24152,29.69123985,29.33579994,29.07268021,28.65307999,24.26694012,23.94394016,24.12384033,24.15816021,23.78649998,23.39066029,24.1045599,23.75314045,23.64128017,23.53063965,10.59715843,10.50203896,10.51448059,10.29343987,9.881158829,9.701719284,11.17336082,11.16531944,10.86279869,10.24488068,192,18,29,23,10,1923,186,291,238,104,2011,1178,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,75.5
19,144.6280402,206.3153998,254.7760388,195.13828,201.1998376,232.2583997,188.9570001,131.1793604,270.7409216,324.4757214,17.0526799,16.94123993,17.01719994,17.21808014,16.99363991,16.8500399,16.94111977,16.75863991,16.64871994,16.55220024,26.54736,26.32004013,26.09072006,26.31120003,25.99368004,25.91311981,26.4217601,26.62444,25.55719994,25.11107994,21.80001926,21.63064003,21.55395985,21.76463985,21.49365997,21.38158035,21.68144035,21.69153976,21.10295963,20.83164024,9.494680405,9.378799438,9.073518753,9.093118668,9.000041962,9.063079834,9.480640411,9.86579895,8.908479691,8.558879852,214,16,26,21,9,2149,168,260,214,91,2011,1534,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,80.5
20,140.7816388,178.7621204,242.2681598,188.9167993,190.6413593,215.0182819,170.1226416,133.388519,245.1427997,306.8336377,16.44304005,16.37623997,16.20235996,16.58935997,16.4490799,16.09487991,16.58279995,16.28331989,16.12896004,15.67447998,24.13332001,23.58343987,23.71363998,23.67747993,23.89083992,23.57955986,24.4899601,24.33352005,23.0872403,22.21836006,20.28818035,19.97984028,19.95800018,20.13341999,20.16996002,19.83721924,20.53637981,20.30842018,19.60809994,18.94642067,7.690279007,7.207201004,7.51128006,7.088121414,7.441761017,7.484680176,7.907159805,8.050201416,6.958280563,6.543880463,201,16,23,19,7,2011,162,236,199,73,2011,1636,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,75.5
21,137.5331583,167.9552002,234.1458807,182.9780396,184.5135602,199.5315613,160.7413202,131.3814413,233.8470789,292.6953577,16.30347988,16.19651993,15.93143993,16.39652,16.27088001,15.79231987,16.41491997,16.0438398,15.89828007,15.39771996,23.55819992,22.8811599,23.11727997,23.04716011,23.38576019,22.96156021,24.10940002,23.75112007,22.60104004,21.65560005,19.93084049,19.53884029,19.5243597,19.7218399,19.82831955,19.37693977,20.2621603,19.89748001,19.24966002,18.52665997,7.254720688,6.684640884,7.185838699,6.65063858,7.114879608,7.169239044,7.694478989,7.707279205,6.702759743,6.257879257,192,16,23,19,7,1925,160,231,195,70,2011,1817,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,0
22,143.9637183,191.7227203,250.8608417,196.0225598,197.7380005,230.9705591,181.3969592,133.3296399,258.7014417,320.4937585,16.52911999,16.48412014,16.42440006,16.72884003,16.54431976,16.34571999,16.63691998,16.42403996,16.27840012,15.94147999,24.96619995,24.60639992,24.51624008,24.61344002,24.60792,24.45575989,25.04832001,25.15675995,23.86631981,23.16996002,20.74765968,20.54525948,20.47031975,20.67113972,20.57611942,20.40073967,20.84262085,20.79039955,20.07236004,19.55571985,8.437080383,8.122280121,8.091838837,7.884599686,8.06360054,8.110038757,8.411399841,8.732719421,7.587919235,7.228480339,210,16,24,20,8,2105,164,245,204,80,2011,1600,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,82.5
23,141.6982007,201.3041602,250.9625616,189.6459589,194.4908411,222.6135602,177.9633606,124.2025598,266.3273175,321.6536389,16.79291985,16.71495987,16.76928001,16.98184006,16.7573999,16.61111984,16.72867996,16.55912018,16.44955997,16.31292011,25.88160011,25.61563988,25.46144005,25.70396011,25.49959991,25.41047974,25.90128021,26.12068001,24.8823201,24.37248001,21.33725929,21.16530037,21.11535931,21.34290028,21.12849998,21.01080036,21.31497955,21.33990002,20.66594028,20.3427,9.088680267,8.900680542,8.692159653,8.722120285,8.742198944,8.799360275,9.172599792,9.561559677,8.432760239,8.059560776,209,16,25,21,8,2090,166,254,210,88,2011,1606,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,0
24,140.308439,183.3099207,242.967959,190.463999,191.4818787,223.6558002,174.0812799,134.0684799,247.8884381,311.85104,16.37907997,16.35031982,16.24072006,16.61104008,16.43808002,16.20340012,16.62595989,16.35500008,16.20076004,15.76883991,24.37715981,23.9431601,23.93180016,23.95139984,24.09028008,23.87464005,24.57636002,24.60248001,23.27204002,22.46671997,20.37811947,20.14673996,20.0862608,20.28122044,20.26418018,20.03901958,20.60116005,20.47873974,19.73639965,19.11778021,7.9980793,7.592842102,7.691080093,7.340360641,7.652200699,7.671239853,7.950401306,8.247480392,7.071279526,6.697880745,204,16,23,20,7,2040,163,239,201,75,2011,1653,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,0
25,141.4168805,199.0477582,249.280199,191.0732001,195.1016382,230.0524402,180.25552,128.021799,263.289079,321.307002,16.66351994,16.61116009,16.65071999,16.89760002,16.67775982,16.55920006,16.72579983,16.53720005,16.41195984,16.21331997,25.57356003,25.31067993,25.14543999,25.35384003,25.20751984,25.11683975,25.59699997,25.82023987,24.53104019,23.96532021,21.11854076,20.96092033,20.89807987,21.12572002,20.94263935,20.83802032,21.16139984,21.17872047,20.4715004,20.08932018,8.910039902,8.699520111,8.494718552,8.4562397,8.529760361,8.557640076,8.871200562,9.283039093,8.11907959,7.752000809,209,16,25,20,8,2098,165,251,208,85,2011,1399,2,5.416666667,0.049833333,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,A2011,0
26,140.4723599,187.4714789,244.3061615,190.4498004,192.299361,226.7688788,175.4568799,132.3951999,251.896441,314.8895984,16.38232014,16.35919991,16.28903976,16.6363998,16.45068008,16.26171993,16.62395988,16.37675999,16.22367989,15.83547997,24.54407982,24.15747978,24.1018,24.17736008,24.26203987,24.08923996,24.70399979,24.80603989,23.43635986,22.67991997,20.46320057,20.25833988,20.19542027,20.40688038,20.35635948,20.17547989,20.66398048,20.59140015,19.83001995,19.25769997,8.16176033,7.798280716,7.812761307,7.540960312,7.811359406,7.827518463,8.080039978,8.429279327,7.212678909,6.84444046,205,16,24,20,7,2056,163,240,202,77,2011,1628,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,82.75
27,140.3738403,183.9502802,243.1806793,188.7945593,191.0456012,220.8141595,172.0942401,131.906041,249.3218408,311.6334021,16.3917202,16.35143978,16.23755993,16.60319992,16.43819996,16.17719978,16.59528011,16.32723991,16.17060001,15.75187992,24.30171989,23.83531982,23.87596016,23.90899986,24.06119987,23.82776001,24.56780014,24.56200012,23.22072006,22.40899986,20.34671974,20.09337997,20.05675983,20.2560997,20.24969959,20.00248051,20.58154011,20.44462013,19.69566059,19.08044004,7.909999847,7.483879089,7.638399124,7.305801392,7.622999191,7.650560379,7.972520828,8.234760284,7.0501194,6.657120705,203,16,23,20,7,2033,163,238,200,75,2011,1745,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,80
28,140.8542798,191.4481989,245.9084802,192.1485205,194.059281,232.4294391,179.3706805,132.8556793,255.1709601,317.9989978,16.42016003,16.40380016,16.37872002,16.70015995,16.49563995,16.36747997,16.66348,16.43700001,16.29060009,15.94956013,24.87795998,24.5676799,24.42376007,24.54416016,24.54524002,24.42463989,24.93855995,25.12631996,23.76043991,23.07008011,20.64906025,20.48574066,20.4012394,20.62215996,20.5204401,20.39605999,20.80102062,20.78166008,20.02552032,19.50981998,8.457799912,8.163879395,8.045040131,7.84400177,8.049600601,8.057161331,8.275079727,8.689319611,7.469841003,7.120519638,208,16,24,20,8,2082,164,244,204,80,2011,1547,1,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,78
29,140.2085608,199.4825195,246.6666809,191.2810394,195.3924823,237.2855597,184.1878009,132.1352792,260.6427991,319.6495203,16.71560005,16.67751987,16.74984001,17.00151985,16.77024025,16.71328003,16.86768005,16.65871986,16.53495995,16.34727985,25.80519989,25.60419991,25.38115997,25.57215996,25.38600006,25.30380005,25.77571999,26.01215996,24.76396019,24.21368004,21.26040077,21.14086056,21.06550026,21.28684044,21.07812023,21.00854015,21.3217001,21.33543968,20.64945984,20.28048038,9.089599609,8.926679611,8.631320953,8.570640564,8.615758896,8.590520859,8.908041,9.353439331,8.229000092,7.866399765,210,16,25,21,8,2106,167,253,210,86,2011,1597,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,76.5
30,139.2720789,177.0832806,239.5349994,186.064599,188.18784,212.0340802,167.2080408,132.3357214,242.7271594,304.3949194,16.38432014,16.32039989,16.13947983,16.54675983,16.40471989,16.0466,16.56347992,16.24963978,16.09163994,15.6227599,23.95931984,23.38859993,23.54256004,23.50592003,23.75596001,23.43092003,24.36295998,24.19383995,22.92332008,22.03279984,20.17181969,19.85449982,19.84102058,20.02634048,20.08034039,19.73875999,20.4632206,20.22173977,19.50748062,18.82778025,7.575000763,7.068199158,7.403079987,6.959159851,7.351240158,7.384319305,7.799480438,7.944200516,6.831680298,6.410040855,198,16,23,19,7,1988,162,235,198,72,2011,1664,2,5.4,0.038,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0,A2011,76.5
31,140.885199,194.01888,246.6184406,192.357641,194.7354785,234.5212811,181.0154407,132.4931204,257.3209619,319.3165637,16.47195995,16.45316002,16.45612007,16.75843994,16.54456009,16.44307983,16.69616005,16.48015999,16.33875996,16.03727989,25.10428009,24.83068008,24.65259979,24.80163979,24.75039993,24.65135994,25.12792015,25.34928001,23.99751991,23.34903999,20.78812027,20.64192009,20.55435944,20.78003979,20.64748001,20.54721928,20.91203976,20.91471958,20.16814041,19.6931591,8.632320404,8.377521515,8.196479797,8.043199539,8.205841064,8.208280563,8.431760788,8.869119644,7.658760071,7.311759949,209,16,24,20,8,2093,164,246,205,81,2011,1626,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,0
32,139.2720789,177.0832806,239.5349994,186.064599,188.18784,212.0340802,167.2080408,132.3357214,242.7271594,304.3949194,16.38432014,16.32039989,16.13947983,16.54675983,16.40471989,16.0466,16.56347992,16.24963978,16.09163994,15.6227599,23.95931984,23.38859993,23.54256004,23.50592003,23.75596001,23.43092003,24.36295998,24.19383995,22.92332008,22.03279984,20.17181969,19.85449982,19.84102058,20.02634048,20.08034039,19.73875999,20.4632206,20.22173977,19.50748062,18.82778025,7.575000763,7.068199158,7.403079987,6.959159851,7.351240158,7.384319305,7.799480438,7.944200516,6.831680298,6.410040855,198,16,23,19,7,1988,162,235,198,72,2011,1666,2,5.35,0.052333333,1,1,1,0,1,1,1,1,0,0,1,1,1,0,0,A2011,0
33,142.1169189,193.5859595,249.1458398,190.4768402,194.3438007,223.58828,175.1348004,127.0699594,260.255,319.3367188,16.50767979,16.45511997,16.41896008,16.70468018,16.51372017,16.3118401,16.56864014,16.3688002,16.22843994,15.94088001,24.90031998,24.52728004,24.47840004,24.63976021,24.63188004,24.48552002,25.05948013,25.19283997,23.83551994,23.16416008,20.70399952,20.49120045,20.44867992,20.67222023,20.57279968,20.39867973,20.81406021,20.78082085,20.03197956,19.5525198,8.392641068,8.072160721,8.059438705,7.935081482,8.118160248,8.173679352,8.490840912,8.824039459,7.60708046,7.223279953,207,16,24,20,8,2075,164,244,204,80,2011,1596,2,5.416666667,0.049833333,1,0,1,1,0,1,0,1,1,0,1,0,1,0,0,A2011,61
