,year,DefectosTotales,ASNM,Luminosidad,PrecTotalAvg,TminTotalAvg,TmaxTotalAvg,TmeanTotalAvg,DtrTotalAvg,OrientationNum,Slope,pH_avg,org_avg,Franco,Arcilloso,Limoso,Arenoso,Cascajoso,Aroma-Fragancia,Acidez,Cuerpo,Sabor,SaborResidual,Dulzor,Uniformidad,Balance,TazaLimpia,PuntajeCatador,PuntajeTotal
10,2011,1.78,1593.0,2,213.127936157,16.6783279724,25.6403240204,21.1593257904,8.96199607849,3.0,27.9514999,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
11,2011,1.64,1360.0,1,210.137280274,17.4893000107,27.364391983,22.4268460274,9.875091362,3.0,21.5345993,5.625,0.02175,3,3,3,0,0,6.5,6.5,6.5,6.75,6.5,10.0,10.0,6.5,10.0,6.75,76.0
12,2011,3.0,1529.0,2,210.572684326,16.7846638832,25.9763999634,21.3805317879,9.19173641205,3.0,30.1868,5.4,0.038,3,0,3,0,0,7.375,7.25,7.25,7.5,7.25,10.0,10.0,7.25,10.0,7.5,81.375
13,2011,2.13,1417.0,2,200.463359619,17.4728359985,27.3846640167,22.4287499428,9.91182765961,2.0,35.6083984,5.625,0.02175,3,3,3,0,0,7.25,7.5,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.75
14,2011,1.9,1324.0,2,213.980427826,16.7124639664,25.5926920166,21.152577877,8.88022785187,2.0,6.92945,5.35,0.0523333333333,3,3,3,0,1,6.5,6.5,6.5,6.5,6.25,10.0,10.0,6.5,10.0,6.5,75.25
15,2011,1.62,1531.0,2,209.545000061,16.3801479835,24.3787279434,20.3794380188,7.99858016968,3.0,14.0251999,5.625,0.02175,3,3,3,0,0,6.75,6.5,6.5,6.5,6.25,10.0,10.0,6.25,10.0,6.5,75.25
16,2011,1.29,1581.0,2,203.451692566,16.2348719788,23.797620018,20.0162459373,7.56274814606,7.0,34.3302994,5.625,0.02175,3,3,3,0,0,7.375,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.25,81.625
17,2011,2.67,1453.0,2,202.396799683,17.0107760391,26.6234400482,21.8171078682,9.61266422272,4.0,29.4204006,5.4,0.038,3,0,3,0,0,6.5,6.5,6.5,6.5,6.25,10.0,10.0,6.5,10.0,6.5,75.25
18,2011,2.18,1178.0,2,192.307392242,18.6231479797,29.1167840042,23.8699661255,10.4936355591,6.0,24.3104,5.35,0.0523333333333,3,3,3,0,1,6.5,6.5,6.5,6.5,6.5,10.0,10.0,6.5,10.0,6.5,75.5
19,2011,3.32,1534.0,2,214.966899963,16.897355957,26.0890600052,21.4932079315,9.19170379639,4.0,31.8798008,5.35,0.0523333333333,3,3,3,0,1,7.25,7.25,7.25,7.25,7.25,10.0,10.0,7.0,10.0,7.25,80.5
20,2011,1.29,1636.0,2,201.187595734,16.2824519615,23.6707360077,19.9765940666,7.38828449249,4.0,26.4102001,5.4,0.038,3,0,3,0,0,7.0,6.0,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.0,75.5
21,2011,0.7,1817.0,2,192.532259827,16.0645919418,23.1068280487,19.585710001,7.04223546982,3.0,49.7282982,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,2011,1.7,1600.0,2,210.520019897,16.4337360001,24.5007319641,20.4672338009,8.06699571609,4.0,23.6809998,5.35,0.0523333333333,3,3,3,0,1,7.5,7.5,7.5,7.5,7.5,10.0,10.0,7.5,10.0,7.5,82.5
23,2011,1.7,1606.0,2,209.086215942,16.6677799759,25.4849480133,21.076363945,8.81716804504,1.0,50.1749001,5.35,0.0523333333333,3,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,2011,3.24,1653.0,2,204.007723449,16.3173199997,23.9086040039,20.1129620075,7.59128446579,7.0,25.2880001,5.35,0.0523333333333,3,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,2011,1.2,1628.0,2,205.640615967,16.3439239349,24.0958319016,20.2198781013,7.75190792084,2.0,38.7591019,5.4,0.038,3,0,3,0,0,8.0,7.5,7.5,7.75,7.25,10.0,10.0,7.25,10.0,7.5,82.75
27,2011,1.4,1745.0,2,203.311464386,16.3044319534,23.8570479813,20.0807400226,7.55261602402,4.0,26.7618008,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.0
28,2011,2.73,1547.0,1,208.224451721,16.4106600304,24.4278839951,20.4192721367,8.01722431183,7.0,20.0093002,5.35,0.0523333333333,3,3,3,0,1,7.0,7.0,7.0,7.0,6.5,10.0,10.0,7.0,10.0,6.5,78.0
29,2011,2.87,1597.0,2,210.693224213,16.7036639786,25.3818040009,21.0427342415,8.67814006805,6.0,16.0515003,5.35,0.0523333333333,3,3,3,0,1,7.0,6.5,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,76.5
31,2011,1.0,1626.0,2,209.32830069,16.4679679794,24.6614719696,20.5647197723,8.19350433349,3.0,30.3395004,5.35,0.0523333333333,3,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,2011,5.97,1666.0,2,198.884271912,16.2369799118,23.5096199722,19.8733002186,7.2726401329,8.0,11.9727001,5.35,0.0523333333333,3,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,2011,3.72,1596.0,2,207.505411774,16.4018760567,24.4915160446,20.4466959953,8.0896402359,2.0,22.5191994,5.41666666667,0.0498333333333,3,0,3,2,0,7.0,7.0,7.0,7.0,7.0,4.0,4.0,7.0,4.0,7.0,61.0
35,2011,1.65,1480.0,2,206.747328186,17.2055039826,27.0412400208,22.1233718872,9.835736084,1.0,11.1612997,5.4,0.038,3,0,3,0,0,7.0,7.0,7.5,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.5
36,2011,2.66,1601.0,2,210.766163422,16.8729480209,26.2704480438,21.571697998,9.39750022888,5.0,11.9343996,5.625,0.02175,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,2011,3.83,1253.0,0,176.546124145,17.5061200409,27.5635560074,22.5348380089,10.0574357986,8.0,11.0087996,5.35,0.0255,3,1,3,0,0,6.75,6.5,6.75,6.5,6.25,10.0,10.0,6.5,10.0,6.0,75.25
38,2011,2.2,1480.0,2,208.458299835,17.2304000397,27.0571080093,22.1437540054,9.82670783997,2.0,13.1581001,5.4,0.038,3,0,3,0,0,7.5,7.25,7.25,7.5,7.5,10.0,10.0,7.25,10.0,7.25,81.5
39,2011,1.24,1696.0,2,192.985727753,16.0540439758,24.6473079987,20.3506759167,8.59326410293,5.0,32.4707985,5.33333333333,0.0421666666667,3,3,3,0,0,7.375,7.5,7.25,7.25,7.25,10.0,10.0,7.0,10.0,7.0,80.625
40,2011,3.04,1466.0,2,208.58804422,17.2990880585,27.0635360336,22.1813119888,9.7644481659,8.0,8.0539398,5.4,0.038,3,0,3,0,0,6.875,6.75,7.5,7.25,7.0,10.0,10.0,7.0,10.0,7.25,79.625
41,2011,1.1,1490.0,2,212.550635742,16.9002039414,26.3326159592,21.6164100647,9.43241195678,7.0,32.9528008,5.625,0.02175,3,3,3,0,0,7.5,6.5,7.0,7.0,6.75,10.0,10.0,6.75,10.0,7.0,78.5
42,2011,1.8,1671.0,2,184.894411743,16.2616239777,25.5908640061,20.9262438297,9.32924032211,1.0,19.4895992,5.4,0.038,3,0,3,0,0,7.75,7.0,7.75,7.5,7.0,10.0,10.0,7.0,10.0,7.5,81.5
43,2011,3.74,1239.0,2,176.212591797,17.5255879669,27.5574799576,22.5415341377,10.0318925857,5.0,10.9011002,5.35,0.0255,3,1,3,0,0,6.375,6.0,6.0,6.0,6.0,10.0,10.0,6.0,10.0,5.0,71.375
44,2011,3.1,1250.0,2,174.50269577,17.5405359955,27.6091799774,22.5748579979,10.0686437607,6.0,11.1384001,5.35,0.0255,3,1,3,0,0,7.5,6.5,7.25,7.0,6.5,10.0,10.0,7.0,10.0,7.0,78.75
45,2011,6.48,1346.0,2,205.849343994,17.0880920257,26.8911359787,21.9896141052,9.80304412842,7.0,25.7453003,5.4,0.038,3,0,3,0,0,7.375,7.5,7.25,7.5,7.25,10.0,10.0,7.25,10.0,7.5,81.625
46,2011,5.24,1446.0,2,206.671304047,17.1919679718,27.0133680115,22.1026678085,9.82140007019,3.0,10.1934004,5.41666666667,0.0498333333333,3,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,2011,1.22,1360.0,2,200.238427795,17.2185520477,27.1814279861,22.1999901772,9.96287593841,2.0,18.0877991,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,2011,2.17,1550.0,2,201.073307648,17.0144200287,26.8631520081,21.9387862205,9.84873218536,5.0,4.9979401,5.4,0.038,3,0,3,0,0,7.0,7.0,7.5,7.5,7.25,10.0,10.0,7.0,10.0,7.5,80.75
49,2011,1.98,1535.0,2,202.355664276,17.0598720322,26.9242799759,21.9920760155,9.86440792084,6.0,6.0304298,5.4,0.038,3,0,3,0,0,6.75,7.0,7.5,6.75,6.5,10.0,10.0,6.5,10.0,6.5,77.5
50,2011,1.57,1514.0,2,207.126083984,17.1666599502,26.9737559967,22.0702078819,9.80709629058,4.0,4.2720399,5.41666666667,0.0498333333333,3,0,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,2011,3.19,1652.0,2,214.516052704,16.7654680023,26.420352005,21.5929100036,9.6548839569,2.0,37.5677986,5.4,0.038,3,0,3,0,0,8.0,7.5,7.25,7.5,7.0,10.0,10.0,7.0,10.0,7.25,81.5
52,2011,1.4,1447.0,2,209.827911346,16.8267839813,26.1543480225,21.4905660629,9.3275642395,8.0,21.5592995,5.625,0.02175,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,2011,1.5,1506.0,2,206.747328186,17.2055039826,27.0412400208,22.1233718872,9.835736084,6.0,24.7924004,5.4,0.038,3,0,3,0,0,7.125,6.5,6.25,7.0,6.25,10.0,10.0,6.25,10.0,6.0,75.375
54,2011,1.7,1554.0,2,208.643,16.7803959808,26.0449159698,21.4126562118,9.26452026367,7.0,25.8069,5.625,0.02175,3,3,3,0,0,6.5,6.75,7.0,7.0,7.0,10.0,10.0,6.5,10.0,7.0,77.75
55,2011,0.34,1494.0,2,205.445295959,17.0883559875,26.9052119446,21.9967840195,9.81685638428,8.0,4.8681798,5.4,0.038,3,0,3,0,0,7.875,7.5,7.5,7.5,7.25,10.0,10.0,7.25,10.0,7.5,82.375
56,2011,0.65,1603.0,2,192.985727753,16.0540439758,24.6473079987,20.3506759167,8.59326410293,8.0,28.2800999,5.33333333333,0.0421666666667,3,3,3,0,0,7.25,7.0,7.25,7.0,6.75,10.0,10.0,7.0,10.0,7.0,79.25
57,2011,1.27,1653.0,2,202.46452005,16.5394919967,25.4857679901,21.0126299858,8.94627590179,5.0,28.3491001,5.625,0.02175,3,3,3,0,0,7.5,7.25,7.5,7.5,7.25,10.0,10.0,7.0,10.0,7.5,81.5
58,2011,2.9,1449.0,2,206.039496552,17.0687960281,26.8567720261,21.9627840996,9.78797588349,7.0,14.9266005,5.4,0.038,3,0,3,0,0,7.5,7.0,7.25,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.75
59,2011,2.81,1501.0,2,205.160751251,17.1195680084,26.9621320572,22.0408498764,9.84256401062,3.0,8.3291197,5.4,0.038,3,0,3,0,0,7.0,7.0,6.75,7.0,6.75,10.0,10.0,6.75,10.0,6.5,77.75
60,2011,1.28,1502.0,2,205.366204376,17.1361720352,26.9847520142,22.060461998,9.84857978821,1.0,17.0515003,5.4,0.038,3,0,3,0,0,7.5,6.5,7.0,7.0,7.0,10.0,10.0,6.5,10.0,6.5,78.0
61,2011,3.81,1458.0,2,206.671304047,17.1919679718,27.0133680115,22.1026678085,9.82140007019,1.0,17.7481995,5.41666666667,0.0498333333333,3,0,3,2,0,7.5,7.25,7.0,7.5,7.25,10.0,10.0,6.5,10.0,7.25,80.25
62,2011,1.8,1528.0,2,199.32690387,16.9618440018,26.7896519852,21.8757479667,9.82780780792,5.0,31.3491001,5.4,0.038,3,0,3,0,0,7.625,7.0,7.0,7.5,7.25,10.0,10.0,7.0,10.0,7.0,80.375
63,2011,1.51,1601.0,2,197.341716187,16.8601640549,26.6028719635,21.7315179825,9.74270782471,5.0,16.6937008,5.4,0.038,3,0,3,0,0,7.75,7.25,7.5,7.5,7.25,10.0,10.0,7.0,10.0,7.5,81.75
64,2011,1.48,1488.0,2,204.759056427,17.1259679642,26.9835240021,22.0547458648,9.85755615234,5.0,13.5886002,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,2011,2.5,1544.0,2,201.626047333,17.1397320328,27.08420401,22.1119680405,9.94447212219,5.0,20.0207005,5.4,0.038,3,0,3,0,0,7.5,7.25,6.75,7.5,7.0,10.0,10.0,7.0,10.0,7.5,80.5
66,2011,2.87,1543.0,2,201.544655914,16.9919279785,26.7986520233,21.8952899933,9.8067237854,8.0,15.5782003,5.4,0.038,3,0,3,0,0,7.25,7.0,7.0,7.5,7.0,10.0,10.0,6.75,10.0,7.25,79.75
67,2011,1.91,1595.0,2,206.617871704,15.8635840111,24.4128680343,20.1382260323,8.54928379059,4.0,29.6229,5.1,0.058,3,0,3,0,0,7.625,7.0,7.25,7.5,7.5,10.0,10.0,7.0,10.0,7.5,81.375
68,2011,2.12,1471.0,2,228.249299622,17.1035759811,26.8660480194,21.9848118782,9.76247196197,7.0,4.4558001,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,2011,1.27,1549.0,2,219.027632111,16.8625720138,26.5726439667,21.7176081657,9.71007175445,6.0,13.1733999,5.4,0.038,3,0,3,0,0,7.25,6.25,7.0,7.5,7.0,10.0,10.0,6.75,10.0,7.5,79.25
70,2011,0.93,1447.0,2,220.68715982,17.1076839752,27.0467079468,22.0771959305,9.93902435302,1.0,6.4469399,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
71,2011,1.28,1598.0,2,226.471524109,16.6471679497,25.688563942,21.1678660393,9.04139614105,6.0,17.4356003,5.625,0.02175,3,3,3,0,0,7.0,6.5,7.0,7.25,6.75,10.0,10.0,6.5,10.0,7.25,78.25
73,2011,0.5,1551.0,2,227.376487854,16.7469479675,26.0179359817,21.3824420929,9.27098808289,7.0,23.2434998,5.1,0.058,3,0,3,0,0,7.5,7.0,7.25,7.5,7.25,10.0,10.0,7.5,10.0,7.25,81.25
74,2011,0.63,1640.0,2,215.083019592,16.1898999939,24.7497520599,20.469825983,8.55985212326,3.0,24.7924004,5.625,0.02175,3,3,3,0,0,7.125,7.0,7.0,7.0,6.5,10.0,10.0,6.75,10.0,6.5,77.875
75,2011,1.42,1456.0,1,234.400767761,17.0969200058,26.7031959915,21.9000580788,9.60627613067,5.0,2.64463,5.1,0.058,3,0,3,0,0,7.625,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.625
76,2011,2.18,1567.0,2,232.555852051,16.8545720215,26.2425200271,21.5485460281,9.38794784546,6.0,14.9398003,5.625,0.02175,3,3,3,0,0,7.5,7.25,7.0,7.5,7.25,10.0,10.0,7.5,10.0,7.5,81.5
77,2011,0.8,1634.0,2,213.618307739,16.6595959625,26.1951359787,21.4273661613,9.53553981781,1.0,6.4387202,5.4,0.038,3,0,3,0,0,7.0,7.25,7.0,7.75,7.5,10.0,10.0,7.5,10.0,7.5,81.5
78,2011,1.17,1439.0,2,219.28739212,17.1721039581,27.1309599533,22.1515318871,9.95885601045,1.0,5.4468498,5.4,0.038,3,0,3,0,0,7.25,7.5,7.0,7.5,7.5,10.0,10.0,7.0,10.0,7.0,80.75
79,2011,2.12,1352.0,2,209.813543671,17.3204639435,27.2722520676,22.2963576317,9.95178813934,7.0,9.0447598,5.4,0.038,3,0,3,0,0,7.0,6.5,6.75,7.0,6.5,10.0,10.0,6.75,10.0,7.0,77.5
80,2011,1.09,1400.0,1,219.28739212,17.1721039581,27.1309599533,22.1515318871,9.95885601045,7.0,7.9621801,5.4,0.038,3,0,3,0,0,7.0,6.5,7.0,6.75,6.5,10.0,10.0,6.5,10.0,7.0,77.25
81,2011,6.14,1408.0,2,220.967743988,17.2639479904,27.0662799835,22.1651140213,9.80233192444,6.0,10.9715004,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,6.5,78.5
82,2011,2.34,1289.0,2,203.745803864,17.495783989,27.2052519379,22.3505177498,9.70946788788,4.0,4.1449399,5.4,0.038,3,0,3,0,0,7.0,6.5,6.5,6.5,6.5,10.0,10.0,6.5,10.0,7.0,76.5
83,2011,1.93,1224.0,2,185.90339209,17.6473679886,27.6009399948,22.6241539955,9.95357227325,3.0,2.5620799,5.35,0.0255,3,1,3,0,0,7.5,7.0,7.5,7.0,6.75,10.0,10.0,6.75,10.0,7.0,79.5
84,2011,1.02,1296.0,2,202.164907745,17.4090240402,27.3535960159,22.3813097954,9.94457187651,6.0,1.76717,5.35,0.0255,3,1,3,0,0,7.0,7.0,6.75,7.0,7.0,10.0,10.0,6.75,10.0,7.0,78.5
85,2011,1.65,1247.0,2,194.093211365,17.505907959,27.4538479691,22.4798781395,9.94794063568,7.0,7.2495999,5.35,0.0255,3,1,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
86,2011,3.41,1258.0,2,191.211271454,17.5817080231,27.487808052,22.534758091,9.90610027313,6.0,3.9465101,5.35,0.0255,3,1,3,0,0,7.5,7.0,7.5,7.25,7.0,10.0,10.0,7.0,10.0,7.0,80.25
87,2011,1.12,1548.0,2,219.027632111,16.8625720138,26.5726439667,21.7176081657,9.71007175445,8.0,6.9218202,5.4,0.038,3,0,3,0,0,6.5,6.75,7.25,7.0,6.5,10.0,10.0,6.75,10.0,7.0,77.75
88,2011,1.06,1281.0,2,198.195796051,17.4556840134,27.4028079758,22.4292460442,9.94712429047,5.0,11.8788996,5.35,0.0255,3,1,3,0,0,7.5,7.0,7.25,7.5,7.25,10.0,10.0,7.0,10.0,7.25,80.75
89,2011,1.02,1421.0,2,228.620504395,17.1225240479,26.872232048,21.9973778725,9.74970798492,6.0,11.3387003,5.4,0.038,3,0,3,0,0,7.0,7.5,7.0,7.5,7.0,10.0,10.0,7.0,10.0,7.25,80.25
90,2011,3.55,1304.0,2,214.935800659,17.4105320053,26.9948280258,22.2026802063,9.58429565429,7.0,6.4387202,5.4,0.038,3,0,3,0,0,7.5,6.5,6.75,7.0,6.5,10.0,10.0,6.5,10.0,7.0,77.75
91,2011,3.52,1540.0,2,229.075752258,16.7355839691,25.9413159408,21.3384501457,9.20573215484,1.0,19.2154999,5.625,0.02175,3,3,3,0,0,8.0,7.5,7.75,8.0,7.75,10.0,10.0,7.75,10.0,8.25,85.0
92,2011,3.45,1545.0,2,232.555852051,16.8545720215,26.2425200271,21.5485460281,9.38794784546,7.0,9.1705704,5.625,0.02175,3,3,3,0,0,7.5,7.5,7.25,7.5,7.25,10.0,10.0,7.25,10.0,7.5,81.75
93,2011,1.2,1678.0,2,202.309951691,16.2203640099,24.2508840942,20.2356239796,8.03051977158,8.0,24.5233994,5.6,0.026,3,3,3,0,0,6.0,6.0,6.0,6.0,6.0,10.0,10.0,6.0,6.0,6.0,68.0
94,2011,1.0,1658.0,2,205.04486792,16.3000879555,24.8781199493,20.5891037941,8.57803173065,5.0,26.3234005,5.4,0.038,3,0,3,0,0,7.0,7.0,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.5,77.0
95,2011,1.05,1646.0,1,205.061543396,16.2822840729,24.6344480362,20.458366251,8.35216360092,4.0,25.1737003,5.625,0.02175,3,3,3,0,0,6.5,7.0,7.25,6.75,6.75,10.0,10.0,6.5,10.0,7.0,77.75
96,2011,1.05,1656.0,1,205.04486792,16.3000879555,24.8781199493,20.5891037941,8.57803173065,6.0,23.8598003,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97,2011,1.05,1631.0,2,213.999227783,16.4997239799,25.1786520233,20.8391879082,8.67892818451,3.0,28.9417,5.625,0.02175,3,3,3,0,0,8.0,7.5,7.5,7.5,7.25,10.0,10.0,7.5,10.0,7.5,82.75
98,2011,1.1,1491.0,2,216.95184436,16.7913359871,25.9777599564,21.3845480919,9.1864233017,2.0,20.7758999,5.625,0.02175,3,3,3,0,0,8.0,8.0,8.0,8.0,7.75,10.0,10.0,7.75,10.0,8.0,85.5
100,2011,2.3,1850.0,2,191.905559662,16.1227000008,23.373740036,19.7482199669,7.25104007721,2.0,24.0191002,5.35,0.0523333333333,3,3,3,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,2011,1.35,1713.0,1,190.726215729,16.0837079887,23.6742839813,19.8789959908,7.59057598114,3.0,17.9703007,5.4,0.038,3,0,3,0,0,7.5,7.5,7.25,7.75,7.5,10.0,10.0,7.25,10.0,7.75,82.5
102,2011,5.94,1424.0,2,218.776400207,16.9115400085,26.1470039825,21.5292719841,9.23546390533,5.0,21.6025009,5.625,0.02175,3,3,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,2011,2.55,1595.0,2,197.876351562,16.1463319549,23.8758120041,20.0110720158,7.7294798851,2.0,22.0874996,5.6,0.026,3,3,3,0,0,7.75,7.25,7.25,8.0,7.75,10.0,10.0,7.25,10.0,7.5,82.75
104,2011,2.55,1793.0,2,182.512967957,15.8762359428,22.8584560127,19.3673459053,6.98222026825,2.0,27.9612007,5.7,0.081,3,3,0,0,3,7.5,7.5,7.25,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.0
105,2011,0.95,1686.0,2,191.413512116,16.1136959495,23.4688800278,19.7912879467,7.35518426895,7.0,15.5593996,5.625,0.02175,3,3,3,0,0,6.5,7.0,6.5,7.0,6.5,10.0,10.0,6.5,10.0,6.75,76.75
106,2011,1.28,1753.0,2,187.554720062,15.9982720261,23.0418520355,19.5200619221,7.04357976913,5.0,30.4789009,5.4,0.038,3,0,3,0,0,7.0,7.0,7.0,7.0,6.5,10.0,10.0,6.5,10.0,7.0,78.0
107,2011,1.44,1918.0,2,192.247723358,16.1339679871,23.3659920273,19.7499799728,7.23202400207,4.0,10.7061996,5.35,0.0523333333333,3,3,3,0,1,8.0,7.5,7.25,7.5,7.25,10.0,10.0,7.25,10.0,7.5,82.25
108,2011,1.89,1602.0,2,200.175424011,16.2003480072,24.3083639984,20.2543558597,8.108015728,2.0,21.3374996,5.4,0.038,3,0,3,0,0,7.75,7.5,7.25,7.75,7.5,10.0,10.0,7.25,10.0,7.5,82.5
109,2011,1.19,1700.0,1,199.372219513,16.2743000221,23.7650800552,20.0196899414,7.49077987671,5.0,26.1993008,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
111,2011,0.95,1661.0,1,200.175424011,16.2003480072,24.3083639984,20.2543558597,8.108015728,1.0,27.3875008,5.4,0.038,3,0,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
112,2011,1.15,1706.0,2,183.865367706,15.9063359795,23.0568799286,19.4816079617,7.15054368973,3.0,28.8554993,5.7,0.081,3,3,0,0,3,7.5,7.5,7.25,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.0
113,2011,1.89,1488.0,2,216.95184436,16.7913359871,25.9777599564,21.3845480919,9.1864233017,8.0,21.0188007,5.625,0.02175,3,3,3,0,0,8.0,7.25,7.5,7.5,7.5,10.0,10.0,7.25,10.0,7.5,82.5
114,2011,1.92,1563.0,2,211.964675964,16.4327439728,24.7926960068,20.6127199173,8.35995254516,6.0,17.7028008,5.625,0.02175,3,3,3,0,0,7.0,7.0,7.0,7.0,7.0,10.0,10.0,7.0,10.0,7.0,79.0
115,2011,1.91,1838.0,2,167.128067963,15.2160800094,21.9612240219,18.5886519909,6.74514398575,7.0,30.4598999,5.4,0.038,3,0,3,0,0,7.25,7.25,7.0,7.25,7.0,10.0,10.0,7.0,10.0,7.25,80.0
