"","SICA","DefectosTotales","ASNM","Luminosidad","prec1","prec2","prec3","prec4","prec7","dtr3","dtr6","OrientationNum","Slope","pH_avg","org_avg","Franco","Arcilloso","Arenoso","Cascajoso","PuntajeTotal"
"11",6607500533,1.64,1360,1,143.792721558,211.221678467,249.640199585,188.628278809,184.835442505,9.7181186676,9.5599193573,70.8209991,21.5345993,5.625,0.02175,3,3,0,0,76
"12",6607501128,3,1529,2,144.566919556,205.452919922,256.560279541,191.569799805,178.635281982,9.0144405365,9.14256095886,72.5746002,30.1868,5.4,0.038,3,0,0,0,81.375
"13",6607500809,2.13,1417,2,139.564120483,205.553600464,244.859000244,178.131200562,169.364439087,9.72419929504,9.61607933044,45,35.6083984,5.625,0.02175,3,3,0,0,80.75
"14",6638301425,1.9,1324,2,144.44815979,202.972918091,254.598761597,195.472720337,186.179960937,8.78383827209,8.82351875305,36.8698997,6.92945,5.35,0.0523333333333,3,3,0,1,75.25
"15",6607500288,1.62,1531,2,147.470719604,191.393318481,256.590837402,196.949801025,176.253759766,7.98155975342,8.0858001709,98.3928986,14.0251999,5.625,0.02175,3,3,0,0,75.25
"16",6607500769,1.29,1581,2,145.407881165,182.909279785,250.118119507,192.075440674,170.31539917,7.59572029114,7.68176078796,255.2220001,34.3302994,5.625,0.02175,3,3,0,0,81.625
"17",6607500645,2.67,1453,2,141.16027832,204.648800049,251.479118652,181.970161133,167.339960937,9.37711906433,9.498960495,114.1709976,29.4204006,5.4,0.038,3,0,0,0,75.25
"18",6607500010,2.18,1178,2,136.461759644,199.846921387,228.531040039,172.537359619,165.646880493,10.5144805908,9.70171928406,209.5540009,24.3104,5.35,0.0523333333333,3,3,0,1,75.5
"19",6607500020,3.32,1534,2,144.628040161,206.31539978,254.776038818,195.138280029,188.957000122,9.07351875305,9.06307983398,129.1840057,31.8798008,5.35,0.0523333333333,3,3,0,1,80.5
"20",6638300269,1.29,1636,2,140.781638794,178.762120361,242.26815979,188.916799316,170.122641602,7.51128005981,7.48468017578,151.7630005,26.4102001,5.4,0.038,3,0,0,0,75.5
"21",6638300654,0.7,1817,2,137.533158264,167.955200195,234.145880737,182.978039551,160.74132019,7.18583869934,7.16923904419,97.2957993,49.7282982,5.4,0.038,3,0,0,0,0
"22",6638300700,1.7,1600,2,143.963718262,191.722720337,250.860841675,196.022559814,181.396959229,8.09183883667,8.11003875732,154.8549957,23.6809998,5.35,0.0523333333333,3,3,0,1,82.5
"23",6638300915,1.7,1606,2,141.698200684,201.304160156,250.962561646,189.645958862,177.963360596,8.69215965271,8.79936027527,359.6130066,50.1749001,5.35,0.0523333333333,3,3,0,1,0
"24",6638300093,3.24,1653,2,140.308439026,183.309920654,242.967958984,190.463999023,174.081279907,7.69108009338,7.67123985291,264.0939941,25.2880001,5.35,0.0523333333333,3,3,0,1,0
"25",6638301152,2.16,1399,2,141.416880493,199.047758179,249.280198975,191.073200073,180.25552002,8.49471855164,8.55764007568,0,0,5.41666666667,0.0498333333333,3,0,2,0,0
"26",6638300126,1.2,1628,2,140.472359924,187.471478882,244.306161499,190.449800415,175.456879883,7.81276130676,7.82751846313,27.9874992,38.7591019,5.4,0.038,3,0,0,0,82.75
"27",6638300158,1.4,1745,2,140.373840332,183.950280151,243.180679321,188.794559326,172.094240112,7.63839912415,7.65056037903,136.302002,26.7618008,5.4,0.038,3,0,0,0,80
"28",6638300302,2.73,1547,1,140.854279785,191.448198853,245.908480225,192.148520508,179.370680542,8.04504013062,8.05716133118,249.1459961,20.0093002,5.35,0.0523333333333,3,3,0,1,78
"29",6638300328,2.87,1597,2,140.208560791,199.482519531,246.666680908,191.281039429,184.187800903,8.63132095337,8.59052085876,237.6529999,16.0515003,5.35,0.0523333333333,3,3,0,1,76.5
"30",6638301680,1.3,1664,2,139.272078857,177.08328064,239.53499939,186.064598999,167.208040771,7.40307998657,7.38431930542,0,0,5.4,0.038,3,0,0,0,76.5
"31",6638300310,1,1626,2,140.885198975,194.018880005,246.618440552,192.357640991,181.015440674,8.19647979736,8.20828056335,68.0513,30.3395004,5.35,0.0523333333333,3,3,0,1,0
"32",6638300311,5.97,1666,2,139.272078857,177.08328064,239.53499939,186.064598999,167.208040771,7.40307998657,7.38431930542,316.5480042,11.9727001,5.35,0.0523333333333,3,3,0,1,0
"33",6638300602,3.72,1596,2,142.116918945,193.585959473,249.145839844,190.47684021,175.134800415,8.05943870544,8.17367935181,56.1547012,22.5191994,5.41666666667,0.0498333333333,3,0,2,0,61
"34",6638300608,4.63,1564,2,140.97592041,198.133198853,248.86880127,189.481919556,176.845360107,8.40691947937,8.51795959473,0,0,5.41666666667,0.0498333333333,3,0,2,0,78
"35",6600103765,1.65,1480,2,127.294800415,164.559400635,218.37460083,286.367718506,213.759078369,9.81344032288,9.28927993774,340.8210144,11.1612997,5.4,0.038,3,0,0,0,80.5
"36",6600100265,2.66,1601,2,125.300279236,163.69987915,203.139678955,287.904199219,238.597839966,9.30695915222,8.94024085999,192.1710052,11.9343996,5.625,0.02175,3,3,0,0,0
"37",6600101458,3.83,1253,0,115.560479431,149.180201416,205.872520142,252.700200195,146.624801025,10.1049594879,9.34140014648,301.3729858,11.0087996,5.35,0.0255,3,1,0,0,75.25
"38",6600102066,2.2,1480,2,127.956521301,164.864160156,216.486078491,286.52039917,222.12315979,9.79327964783,9.25271987915,62.1026993,13.1581001,5.4,0.038,3,0,0,0,81.5
"39",6600103421,1.24,1696,2,115.463879089,154.16131958,181.174000244,267.994119263,212.894360352,8.4929599762,8.14015960693,178.1759949,32.4707985,5.33333333333,0.0421666666667,3,3,0,0,80.625
"40",6600100722,3.04,1466,2,128.260119324,164.654559937,220.507880859,283.455080566,219.167080078,9.78660011292,9.16688156128,293.6289978,8.0539398,5.4,0.038,3,0,0,0,79.625
"41",6600100431,1.1,1490,2,125.978119507,163.902158813,203.823200684,287.959837646,243.270479736,9.35763931274,8.97476005554,288.2080078,32.9528008,5.625,0.02175,3,3,0,0,78.5
"42",6600102095,1.8,1671,2,116.436680298,154.011558838,184.205839233,272.002799072,187.692080688,9.20867919922,8.75304031372,15.9454002,19.4895992,5.4,0.038,3,0,0,0,81.5
"43",6600101064,3.74,1239,2,115.356880493,148.856519165,205.533280029,251.606519775,146.863078918,10.0796794891,9.3028011322,202.2489929,10.9011002,5.35,0.0255,3,1,0,0,71.375
"44",6600102480,3.1,1250,2,114.591279602,147.945199585,203.715360107,249.734480591,144.180361328,10.1174793243,9.32772064209,216.6340027,11.1384001,5.35,0.0255,3,1,0,0,78.75
"45",6600101163,6.48,1346,2,126.20467926,164.455839844,215.440958862,288.397440186,212.536919556,9.73952102661,9.29607963562,248.8240051,25.7453003,5.4,0.038,3,0,0,0,81.625
"46",6600101173,5.24,1446,2,127.138520203,164.467959595,219.130600586,286.272080078,212.2940802,9.80632019043,9.28580093384,75.6507034,10.1934004,5.41666666667,0.0498333333333,3,0,2,0,0
"47",6600101625,1.22,1360,2,124.872160645,162.100040283,218.314599609,282.19592041,195.356918335,9.95112037659,9.42971992493,46.0051003,18.0877991,5.4,0.038,3,0,0,0,0
"48",6600101753,2.17,1550,2,124.197400513,163.029041138,211.579158936,286.962196045,203.204280396,9.74843978882,9.34228134155,193.3930054,4.9979401,5.4,0.038,3,0,0,0,80.75
"49",6600101754,1.98,1535,2,124.886281128,163.431559448,213.349078369,287.228321533,205.210999146,9.77960014343,9.35515975952,237.529007,6.0304298,5.4,0.038,3,0,0,0,77.5
"50",6600101162,1.57,1514,2,127.119319458,164.629078979,218.76736084,287.019599609,213.545800781,9.78560066223,9.28144073486,139.3990021,4.2720399,5.41666666667,0.0498333333333,3,0,2,0,0
"51",6600102218,3.19,1652,2,159.399921875,197.670681152,281.84208252,223.960519409,161.032720337,9.53336143494,9.221118927,23.5948009,37.5677986,5.4,0.038,3,0,0,0,81.5
"52",6600100168,1.4,1447,2,124.582919006,162.896558228,199.754880371,286.620718994,239.851721191,9.22904205322,8.87132072449,331.8580017,21.5592995,5.625,0.02175,3,3,0,0,0
"53",6600101549,1.5,1506,2,127.294800415,164.559400635,218.37460083,286.367718506,213.759078369,9.81344032288,9.28927993774,217.875,24.7924004,5.4,0.038,3,0,0,0,75.375
"54",6600102545,1.7,1554,2,123.861520386,162.116680298,196.990719604,285.340758057,239.757880859,9.16048049927,8.80735969543,278.6730042,25.8069,5.625,0.02175,3,3,0,0,77.75
"55",6600101553,0.34,1494,2,126.197920837,164.330280151,213.677041626,288.316959229,213.754798584,9.74176025391,9.29428100586,295.3460083,4.8681798,5.4,0.038,3,0,0,0,82.375
"56",6600100482,0.65,1603,2,115.463879089,154.16131958,181.174000244,267.994119263,212.894360352,8.4929599762,8.14015960693,307.0419922,28.2800999,5.33333333333,0.0421666666667,3,3,0,0,79.25
"57",6600100489,1.27,1653,2,120.353319397,159.05867981,189.56803894,279.221000977,230.40999939,8.83016014099,8.49864006042,176.9869995,28.3491001,5.625,0.02175,3,3,0,0,81.5
"58",6600101506,2.9,1449,2,126.307080994,164.384158936,212.021520386,288.638001709,217.214559937,9.70448112488,9.25967979431,253.2169952,14.9266005,5.4,0.038,3,0,0,0,80.75
"59",6600101099,2.81,1501,2,126.203598938,164.242879639,216.083560791,287.659960937,210.453078613,9.78627967834,9.32651901245,104.4209976,8.3291197,5.4,0.038,3,0,0,0,77.75
"60",6600101096,1.28,1502,2,126.401280212,164.293400879,216.326281128,287.486398926,211.046121826,9.79664039612,9.3259601593,12.2004995,17.0515003,5.4,0.038,3,0,0,0,78
"61",6600101172,3.81,1458,2,127.138520203,164.467959595,219.130600586,286.272080078,212.2940802,9.80632019043,9.28580093384,359.2749939,17.7481995,5.41666666667,0.0498333333333,3,0,2,0,80.25
"62",6600102783,1.8,1528,2,123.427520447,162.380959473,208.817081299,286.167720947,201.266761475,9.71087837219,9.31287956238,166.1490021,31.3491001,5.4,0.038,3,0,0,0,80.375
"63",6600101815,1.51,1601,2,122.336960754,161.531118774,204.985759888,285.042679443,199.263359375,9.60712051392,9.2241191864,181.5480042,16.6937008,5.4,0.038,3,0,0,0,81.75
"64",6600101091,1.48,1488,2,126.131921692,164.126600952,215.802120972,287.433640137,209.851079712,9.79932022095,9.3368396759,193.5700073,13.5886002,5.4,0.038,3,0,0,0,0
"65",6600102720,2.5,1544,2,125.124559937,163.060518799,214.520159302,285.665919189,203.360480347,9.87895965576,9.41312026978,171.6900024,20.0207005,5.4,0.038,3,0,0,0,80.5
"66",6600101731,2.87,1543,2,124.323119202,163.118200684,210.060879517,287.256999512,206.057720337,9.69932174683,9.29311943054,324.4620056,15.5782003,5.4,0.038,3,0,0,0,79.75
"67",6600100220,1.91,1595,2,153.734040527,181.919679565,266.825517578,223.85868042,161.741560059,8.30695915222,8.51355934143,122.7839966,29.6229,5.1,0.058,3,0,0,0,81.375
"68",6600103213,2.12,1471,2,164.963599854,215.945440063,288.312399902,229.129520874,183.921399536,9.66847991943,9.38984107971,261.0270081,4.4558001,5.4,0.038,3,0,0,0,0
"69",6600101714,1.27,1549,2,162.166760254,206.732520752,286.04263916,223.671679077,168.820238647,9.56687927246,9.32251930237,246.5410004,13.1733999,5.4,0.038,3,0,0,0,79.25
"70",6600103616,0.93,1447,2,162.534519043,216.243521118,284.56223999,219.885678711,173.237880249,9.79104042053,9.5634803772,345.4660034,6.4469399,5.4,0.038,3,0,0,0,0
"71",6600103774,1.28,1598,2,160.988279419,194.352880249,282.982800293,236.390880737,188.65592041,8.98768043518,8.80563926697,210.2030029,17.4356003,5.625,0.02175,3,3,0,0,78.25
"72",6600100475,0.49,1664,2,153.117519531,179.720880127,265.615239868,227.287240601,166.449080811,8.25911903381,8.44979953766,0,0,5.625,0.02175,3,3,0,0,76
"73",6600100331,0.5,1551,2,162.846517334,200.677320557,286.811518555,234.668521118,186.451640015,9.20168113708,8.9817199707,271.0809937,23.2434998,5.1,0.058,3,0,0,0,81.25
"74",6600100236,0.63,1640,2,155.887280273,184.009879761,271.59920166,230.817758179,174.897600098,8.41075897217,8.47843933105,105.2549973,24.7924004,5.625,0.02175,3,3,0,0,77.875
"75",6600100566,1.42,1456,1,165.383001099,220.850439453,286.664320068,232.137879028,200.12171936,9.48591995239,9.37072181702,164.7449951,2.64463,5.1,0.058,3,0,0,0,79.625
"76",6600100286,2.18,1567,2,164.055480957,204.22972168,288.425721436,237.652919312,195.933640747,9.35412025452,9.08071899414,239.9309998,14.9398003,5.625,0.02175,3,3,0,0,81.5
"77",6600102998,0.8,1634,2,157.810799561,191.762119751,279.546558838,226.129799194,160.161998901,9.43072128296,9.11672019958,338.9620056,6.4387202,5.4,0.038,3,0,0,0,81.5
"78",6600101649,1.17,1439,2,161.753759766,217.699039917,281.861519775,217.577440186,172.557279663,9.79780006409,9.60647964478,347.7349854,5.4468498,5.4,0.038,3,0,0,0,80.75
"79",6600101486,2.12,1352,2,157.247199097,215.750479736,270.064481201,207.269639893,163.452158203,9.72508049011,9.66444015503,255.2559967,9.0447598,5.4,0.038,3,0,0,0,77.5
"80",6600101620,1.09,1400,1,161.753759766,217.699039917,281.861519775,217.577440186,172.557279663,9.79780006409,9.60647964478,280.0079956,7.9621801,5.4,0.038,3,0,0,0,77.25
"81",6600101089,6.14,1408,2,162.021960449,220.151878662,279.195958252,219.095840454,177.193001709,9.63347816467,9.51475906372,243.9700012,10.9715004,5.4,0.038,3,0,0,0,78.5
"82",6600101209,2.34,1289,2,153.365839844,212.672401123,258.076640625,200.424638672,161.006600342,9.41436004639,9.51651954651,116.5650024,4.1449399,5.4,0.038,3,0,0,0,76.5
"83",6600101056,1.93,1224,2,143.953720703,198.056641846,240.577559814,182.202598877,141.307081604,9.61260032654,9.69012069702,84.805603,2.5620799,5.35,0.0255,3,1,0,0,79.5
"84",6600102483,1.02,1296,2,153.370278931,211.392039795,261.217800293,199.242401123,155.884121094,9.66600036621,9.68223953247,246.8009949,1.76717,5.35,0.0255,3,1,0,0,78.5
"85",6600101067,1.65,1247,2,148.856519165,205.533280029,251.606519775,190.246240234,148.402880554,9.62432098389,9.69824028015,260.8380127,7.2495999,5.35,0.0255,3,1,0,0,79
"86",6600103593,3.41,1258,2,147.187600708,202.658719482,246.839879761,188.417639771,146.129919739,9.57040023804,9.65672111511,229.7640076,3.9465101,5.35,0.0255,3,1,0,0,80.25
"87",6600101713,1.12,1548,2,162.166760254,206.732520752,286.04263916,223.671679077,168.820238647,9.56687927246,9.32251930237,334.2900085,6.9218202,5.4,0.038,3,0,0,0,77.75
"88",6600101425,1.06,1281,2,151.239359131,208.595600586,256.578438721,195.063999634,152.048599243,9.64403915405,9.69095993042,164.3580017,11.8788996,5.35,0.0255,3,1,0,0,80.75
"89",6600100677,1.02,1421,2,164.975680542,218.226438599,287.624521484,228.054119263,185.840519409,9.64144134521,9.41347885132,225,11.3387003,5.4,0.038,3,0,0,0,80.25
"90",6600103238,3.55,1304,2,158.097601318,219.584760132,267.041400757,211.63788147,175.469640503,9.32983970642,9.42599868774,291.0379944,6.4387202,5.4,0.038,3,0,0,0,77.75
"91",6600100421,3.52,1540,2,162.116680298,196.990719604,285.340758057,238.118519287,191.307078857,9.17032051086,8.92179870605,19.6986008,19.2154999,5.625,0.02175,3,3,0,0,85
"92",6600100282,3.45,1545,2,164.055480957,204.22972168,288.425721436,237.652919312,195.933640747,9.35412025452,9.08071899414,252.473999,9.1705704,5.625,0.02175,3,3,0,0,81.75
"93",6604500338,1.2,1678,2,135.846318054,177.912519531,237.290921021,192.545040283,179.291358643,8.09876060486,8.05995941162,322.2139893,24.5233994,5.6,0.026,3,3,0,0,68
"94",6604500294,1,1658,2,137.594360962,175.706880493,241.256158447,196.602120972,185.763639526,8.58444023132,8.57287979126,196.654007,26.3234005,5.4,0.038,3,0,0,0,77
"95",6604500956,1.05,1646,1,139.053079224,173.869639893,242.897999878,199.097079468,183.973799438,8.39311981201,8.37796020508,125.8820038,25.1737003,5.625,0.02175,3,3,0,0,77.75
"96",6604500736,1.05,1656,1,137.594360962,175.706880493,241.256158447,196.602120972,185.763639526,8.58444023132,8.57287979126,208.4429932,23.8598003,5.4,0.038,3,0,0,0,0
"97",6604502303,1.05,1631,2,142.698959351,187.579241943,249.371797485,202.3559198,194.731481323,8.68768119812,8.6138381958,79.0193024,28.9417,5.625,0.02175,3,3,0,0,82.75
"98",6604501818,1.1,1491,2,142.177921143,194.874960937,248.73684021,200.447400513,200.459801025,9.1521987915,8.98943901062,59.8757019,20.7758999,5.625,0.02175,3,3,0,0,85.5
"99",6604500515,2.04,1713,2,124.669320984,142.403880615,212.290439453,173.681241455,139.72216156,7.11472034454,7.15827941895,0,0,5.35,0.0523333333333,3,3,0,1,79
"100",6604500585,2.3,1850,2,134.373000488,163.041119995,231.024319458,187.074440918,162.230239868,7.42591953278,7.35591983795,53.1301003,24.0191002,5.35,0.0523333333333,3,3,0,1,0
"101",6604502394,1.35,1713,1,133.44599823,157.867880859,230.971558838,190.455640259,162.41552002,7.71020030975,7.71167945862,99.3447037,17.9703007,5.4,0.038,3,0,0,0,82.5
"102",6604502557,5.94,1424,2,143.584279785,201.063600464,251.150078735,200.436400146,200.819920044,9.18864059448,9.01899909973,193.6100006,21.6025009,5.625,0.02175,3,3,0,0,0
"103",6604500399,2.55,1595,2,135.05539978,170.526800537,234.967318115,191.415519409,172.379241333,7.83835983276,7.81371879578,58.0551987,22.0874996,5.6,0.026,3,3,0,0,82.75
"104",6604500037,2.55,1793,2,128.441522217,154.271159668,220.941959229,180.052000732,150.597359009,7.15712070465,7.13335990906,38.1818008,27.9612007,5.7,0.081,3,3,0,3,82
"105",6604501612,0.95,1686,2,134.568999634,160.43947937,231.358999634,188.807680664,162.07,7.51335906982,7.46015930176,261.6340027,15.5593996,5.625,0.02175,3,3,0,0,76.75
"106",6604501269,1.28,1753,2,133.213759766,159.011078491,227.364321289,182.983920288,156.435241089,7.21723937988,7.16355895996,166.0590057,30.4789009,5.4,0.038,3,0,0,0,78
"107",6604501555,1.44,1918,2,134.924840698,163.45355957,231.619520264,187.116118774,162.420159302,7.40899944305,7.33344078064,135,10.7061996,5.35,0.0523333333333,3,3,0,1,82.25
"108",6604500729,1.89,1602,2,136.998200684,168.318599854,238.982199097,196.294639893,176.961160889,8.17311859131,8.17687988281,49.2053986,21.3374996,5.4,0.038,3,0,0,0,82.5
"109",6604502153,1.19,1700,1,140.395640564,168.764001465,240.671518555,195.212040405,170.848438721,7.64015960693,7.55523872375,162.7590027,26.1993008,5.625,0.02175,3,3,0,0,79
"110",6604502552,2.57,1632,1,142.715759277,180.915120239,247.558040161,200.56328064,184.215880127,8.12679862976,8.0599193573,0,0,5.625,0.02175,3,3,0,0,78
"111",6604500730,0.95,1661,1,136.998200684,168.318599854,238.982199097,196.294639893,176.961160889,8.17311859131,8.17687988281,344.1159973,27.3875008,5.4,0.038,3,0,0,0,0
"112",6604501300,1.15,1706,2,128.569318848,154.962960205,222.319240112,182.474119873,152.823720703,7.30835914612,7.306599617,90.8424988,28.8554993,5.7,0.081,3,3,0,3,82
"113",6604502299,1.89,1488,2,142.177921143,194.874960937,248.73684021,200.447400513,200.459801025,9.1521987915,8.98943901062,317.5639954,21.0188007,5.625,0.02175,3,3,0,0,82.5
"114",6604502270,1.92,1563,2,142.717359009,186.10723999,248.726760254,201.147680054,189.836799927,8.40263938904,8.34016036987,246.0379944,17.7028008,5.625,0.02175,3,3,0,0,79
"115",6604501277,1.91,1838,2,122.4947995,139.194840698,205.980678711,166.496200562,134.383199463,6.84648036957,6.90312099457,260.0830078,30.4598999,5.4,0.038,3,0,0,0,80
"116",6604500652,1.45,1560,2,138.327720337,181.596439819,241.913440552,195.991479492,186.339000244,8.42756080627,8.37164115906,0,0,5.625,0.02175,3,3,0,0,82.5
"117",6604502001,2.65,1800,2,133.091759338,167.449759521,231.160319824,188.524279785,166.795958252,7.61336040497,7.58651924133,73.6475983,35.1862984,5.7,0.081,3,3,0,3,82.375
"118",6607500099,1.93,1553,2,145.836439819,205.044880371,256.8890802,197.615360107,189.30815979,8.92652130127,8.95148086548,355.6619873,30.5025997,5.35,0.0523333333333,3,3,0,1,81.5
"119",6607500426,3.19,1433,2,141.295280762,208.525039673,245.427719727,182.602159424,177.494959717,9.80808067322,9.60116004944,129.1300049,31.6436996,5.625,0.02175,3,3,0,0,74
"120",6608802559,3.24,1303,2,127.429159851,139.830239258,197.669880371,238.646400146,227.045319214,10.7893600464,10.0115604401,168.6900024,7.0653,5.25,0.0645,3,0,0,0,82
"121",6608800287,1.89,1550,1,116.137719421,127.732720947,158.240319824,227.628240356,185.942159424,9.43991851807,8.91043949127,140.7109985,9.80019,5.25,0.0645,3,0,0,0,0
"122",6608800176,1.33,1884,2,90.5863601685,113.570880127,127.199720459,198.485839844,151.148439941,7.29996013641,7.40475940704,219.2319946,29.6865005,5.33333333333,0.0421666666667,3,3,0,0,77.5
"123",6608802782,1.3,1637,2,114.509439392,133.370519714,158.308359985,235.396760864,201.878120728,8.96948051453,8.62788009644,173.2899933,15.5029001,5.4,0.038,3,0,0,0,77
"124",6608801778,3.03,1647,2,114.509439392,133.370519714,158.308359985,235.396760864,201.878120728,8.96948051453,8.62788009644,182.3529968,16.4878998,5.4,0.038,3,0,0,0,82.5
"125",6608801541,1.7,1404,2,126.67072052,133.764958496,177.332318115,233.712200928,208.844520264,10.6218414307,9.92271995544,330.7090149,10.7826996,5.25,0.0645,3,0,0,0,76.5
"126",6608800853,2.05,1594,2,114.769079285,128.601519775,157.180079346,228.644362183,188.749598999,9.2126789093,8.74843978882,151.5570068,12.4702997,5.25,0.0645,3,0,0,0,82.5
"127",6608803018,2.97,1466,2,121.987199402,126.581559143,157.78119873,226.098760986,173.23552002,10.1948795319,9.64835929871,297.5820007,17.0261993,5.25,0.0645,3,0,0,0,0
"128",6608803457,3.75,1376,1,122.636320496,134.745079346,167.163800049,238.000359497,208.009959717,10.1591186523,9.59211921692,144.2460022,26.5282993,4.15,0.01025,1,3,0,0,75
"129",6608802145,3.97,1391,2,123.247240295,139.532719116,183.464561157,244.150039673,238.000879517,10.2178401947,9.51612091064,140.4400024,13.5886002,5.4,0.038,3,0,0,0,0
"130",6608800800,2.57,1602,2,112.423559875,127.324200745,153.241439209,226.19736084,184.481599731,8.88547897339,8.51860046387,124.3799973,15.6313,5.25,0.0645,3,0,0,0,82.5
"131",6608801009,2.31,1298,2,126.870000916,138.865400391,193.76723877,238.976119995,230.369240112,10.6974391937,9.9330406189,234.4620056,5.9684901,5.25,0.0645,3,0,0,0,80
"132",6608801319,5.42,1357,1,125.060760193,140.851561279,198.20472168,242.847319946,242.754959106,10.5572795868,9.77851867676,176.7299957,15.8569002,5.4,0.038,3,0,0,0,76.5
"133",6608803986,3.8,1522,1,118.282519836,124.288999939,151.462200928,223.413200073,166.526160889,9.77735900879,9.3313999176,324.4620056,1.9959199,5.25,0.0645,3,0,0,0,75.5
"134",6608803003,4.9,1510,2,121.987199402,126.581559143,157.78119873,226.098760986,173.23552002,10.1948795319,9.64835929871,283.151001,23.9962006,5.25,0.0645,3,0,0,0,81.75
"135",6608801637,1.14,1668,2,115.241959839,131.194960022,156.303399658,232.62803833,194.743239746,9.16939926147,8.79487991333,123.2320023,15.6904001,5.25,0.0645,3,0,0,0,81.5
"136",6608800488,0.8,1735,2,99.6441998291,124.82855957,143.648920288,216.721240845,179.069921265,7.40672016144,7.46263885498,21.0375004,9.6078596,5.25,0.0645,3,0,0,0,82
"137",6608800832,2.15,1781,2,112.111199646,127.687319336,153.814000854,226.552720337,186.061159668,8.82752037048,8.4642791748,108.4349976,17.0905991,5.25,0.0645,3,0,0,0,0
"138",6608801400,1.52,1408,2,123.970440369,135.209200439,179.721759033,236.895280151,222.378480835,10.3627204895,9.64524078369,171.529007,10.8964005,5.4,0.038,3,0,0,0,76
"139",6608804014,2.76,1332,2,119.872160339,137.783359375,176.758120728,242.323920898,228.839240723,9.7889995575,9.15976142883,238.8150024,19.7933998,5.33333333333,0.0421666666667,3,3,0,0,71
"140",6608802394,2.11,1501,2,128.02980011,130.875759888,169.242039795,229.475720215,187.967919922,10.7549190521,10.1268787384,0,0,4.15,0.01025,1,3,0,0,80
"141",6608801987,1.97,1448,2,119.9388797,131.752560425,161.396879883,233.992119141,196.552678833,9.86948013306,9.35284042358,104.9540024,34.023201,4.15,0.01025,1,3,0,0,82.375
"142",6608800182,0.7,1723,2,111.541038818,124.810879822,150.808239136,222.457518921,176.952598267,8.83099937439,8.46912002563,100.0080032,29.2257004,5.25,0.0645,3,0,0,0,82.25
"143",6608803808,5.14,1410,2,122.74368042,139.604919434,184.453518066,244.311079712,239.768919067,10.1685199738,9.46368026733,239.0359955,13.2908001,5.4,0.038,3,0,0,0,79
"144",6608801028,7.84,1466,2,122.895719299,138.210319214,183.741358643,241.910359497,236.144559326,10.2227191925,9.50551986694,136.7359924,10.7110004,5.33333333333,0.0421666666667,3,3,0,0,78.5
"145",6608802732,4.04,1519,2,122.926399536,132.817240906,170.903240356,234.325199585,207.194358521,10.2552013397,9.59432029724,346.1390076,17.8120003,5.4,0.038,3,0,0,0,76
"146",6608800987,3.47,1576,2,107.316719971,129.481439514,149.437519531,226.762280884,191.114599609,8.08175849915,7.96808052063,271.8479919,14.1064997,5.4,0.038,3,0,0,0,79
"147",6608801031,1.09,1565,2,114.589519958,134.838720703,161.80276001,237.39855957,207.486121826,8.94564056396,8.57683944702,180,13.6618996,5.4,0.038,3,0,0,0,0
