"","SICA","year","DefectosTotales","ASNM","Luminosidad","prec1","prec2","prec3","prec4","prec5","prec6","prec7","prec8","prec9","prec10","tmin1","tmin2","tmin3","tmin4","tmin5","tmin6","tmin7","tmin8","tmin9","tmin10","tmax1","tmax2","tmax3","tmax4","tmax5","tmax6","tmax7","tmax8","tmax9","tmax10","tmean1","tmean2","tmean3","tmean4","tmean5","tmean6","tmean7","tmean8","tmean9","tmean10","dtr1","dtr2","dtr3","dtr4","dtr5","dtr6","dtr7","dtr8","dtr9","dtr10","PrecTotal","TminTotal","TmaxTotal","TmeanTotal","DtrTotal","PrecTotalAvg","TminTotalAvg","TmaxTotalAvg","TmeanTotalAvg","DtrTotalAvg","OrientationNum","Slope","pH_avg","org_avg","Franco","Arcilloso","Limoso","Cascajoso","PuntajeTotal"
"prec6",-0.09702874598212,-0.769328663576001,0.608032195087188,-0.314632083886152,0.114809026833417,0.309593361564227,-0.0257204434147464,0.386470144327194,0.729106313091383,0.907600375090605,1,0.545311167671743,-0.189184108689871,0.399971537538346,0.785375924467265,0.400446845232126,0.424959712000867,0.408017578791531,0.439222812597219,0.431757000218742,0.329481760360659,0.27632900609702,0.182918044165674,0.169970851195424,0.0660045408900572,0.128356082390359,0.255495427642743,0.372561572337939,0.231806280965654,-0.0780168186922658,-0.0943431747886022,0.103050893251234,0.184851287766028,0.0215033113932983,-0.200529463564211,0.244176631641988,0.331082212791334,0.396792940172497,0.328414123188513,0.141152952929541,0.0899184679009772,0.178101941660372,0.189106589100414,0.0814302075773737,-0.111086416915886,-0.250262563559378,-0.00847766182985897,0.209427463499536,-0.093388152065413,-0.549019671357082,-0.586069807907367,-0.144162305385813,0.134487964779847,-0.13444510103738,-0.37618745852474,0.748564716674859,0.32935495591759,0.096547244802475,0.194048325083101,-0.23136126045785,0.74856471667484,0.329354955917186,0.0965472448022517,0.194048325083117,-0.231361260457739,0.0331463080236403,-0.0318853405276688,0.078793713593656,-0.029327424859247,0.0649089142449252,-0.0442899137726331,0.091628796201451,-0.0966131237433393,-0.206348962166795
"prec7",-0.194095072964308,-0.435025961883326,0.402419461468545,-0.331644475446614,0.124165178298482,0.618503770890245,0.60777619446702,0.572557147065105,0.386007930414255,0.345328505755018,0.545311167671743,1,0.622242050127857,0.564750776719729,0.465048230796226,0.334639838133789,0.397515385005895,0.41649195379707,0.402502277061632,0.397747360874874,0.440760088643536,0.38403288569663,0.315380144852304,0.347521427509722,0.331719846784214,0.330509459754518,0.198781585302987,0.287850074683748,0.352304499749262,0.251484827921529,0.19237726248944,0.251343658439623,0.283322652591143,0.19932340401261,0.0591874119686016,0.343195464167417,0.28388873273252,0.347551271705716,0.3894084892295,0.334729658619448,0.311981509463634,0.314988605050249,0.303626700540049,0.267370443893394,0.161653652429287,0.204570703669914,-0.0786602488708683,0.0327665424372169,0.148741283555932,-0.0373743101929742,-0.231808833691578,-0.00385801235958865,0.165065437850586,-0.0214003281290413,-0.192855242555368,0.774289361219834,0.392109602031622,0.251744965219041,0.315969213064709,-0.0103792380683617,0.774289361219808,0.392109602031883,0.251744965218862,0.315969213064933,-0.010379238068337,0.113605773909088,-0.0837456687317836,0.152875411560485,-0.135365072267672,0.129443830924048,-0.127609363105426,0.146596615072525,-0.205521634573685,-0.103084695940725
"prec8",-0.0939372394826792,0.156046620154999,-0.0603937597492199,-0.202625266456969,0.074665490698896,0.361440023991544,0.81128449107151,0.427541995110887,-0.0929086280414028,-0.350165107692929,-0.189184108689871,0.622242050127857,1,0.423929514716108,-0.108442304542038,0.167031130642953,0.241702355946485,0.226786264578734,0.253916599232979,0.200280976725888,0.342863986748577,0.352476025123309,0.348236690747745,0.356336031027699,0.431690093107313,0.430492883317839,0.150084823374959,0.0694611869922637,0.293692420911932,0.490061924926629,0.426437814155557,0.32563190439212,0.276017922482897,0.280411459165525,0.304292843043319,0.336797198773855,0.191368429714464,0.134979846248167,0.290832853134651,0.398612384730273,0.409234114622041,0.3483464588626,0.311928755263443,0.323522280551795,0.363718181869726,0.59416003598129,0.00356417698092238,-0.153042533305539,0.213512863859824,0.507628087231734,0.29943392154989,0.16899206835073,0.112747539117183,0.102113013859273,0.110644392070372,0.325904429243258,0.299801400013173,0.318691906912444,0.319956665394354,0.236609344271747,0.325904429243219,0.299801400013812,0.318691906912411,0.319956665394534,0.236609344271707,0.0861598011146727,-0.0594942786008628,0.0770254825580928,-0.129769731568719,0.055769371850396,-0.10336364044385,0.0626654532029324,-0.185157289834423,0.0445256426655612
"prec9",-0.0493210418540747,-0.466598604804079,0.377302346900527,-0.276039689200525,0.191520255981987,0.282555596299301,0.700260915888581,0.940153812971056,0.419096872010803,0.322876698603001,0.399971537538346,0.564750776719729,0.423929514716108,1,0.672230196363793,0.394497108514115,0.392571351491055,0.331318614674692,0.418596350607821,0.314203243409924,0.314157996074381,0.332446602426867,0.285924809405455,0.268104373102788,0.220956529489534,0.360812039530668,0.162069371085653,0.0808681807572522,0.119120953976327,0.104996117756043,0.139647349128637,0.261513866312773,0.164406368980536,-0.0623585604001766,-0.150729149408017,0.38662271031343,0.258380414944583,0.184381360234723,0.24861918344523,0.205128216392764,0.223890199321641,0.300089726257005,0.216689856347343,0.0659287262873195,-0.020627807440881,0.187762592575649,-0.137904981285646,-0.263936852352816,-0.259535590727407,-0.165204416395666,-0.160843761396278,0.0764969394238046,-0.02489502581499,-0.369155193001975,-0.431024584190462,0.85159950177632,0.339965128239754,0.119383293134831,0.212548344891345,-0.200594183027237,0.851599501776393,0.339965128240028,0.119383293134335,0.212548344891185,-0.200594183027183,0.0788702131646564,-0.0245126301453214,0.130850360991577,-0.0791038899038679,0.0738563535623661,-0.0768003162770934,0.103695741795808,-0.111778566436977,-0.0872329994771558
"prec10",-0.192698536305102,-0.910450369755218,0.665833659555701,-0.265897801223551,0.15335530735983,0.0935919399925229,0.117604353571672,0.698896047702507,0.823470508494614,0.80746262287362,0.785375924467265,0.465048230796226,-0.108442304542038,0.672230196363793,1,0.351763292985161,0.366045561337618,0.304273529125505,0.357423055018512,0.293915441910106,0.1632671351786,0.152242274213531,0.0695002961056665,0.0665277061022208,-0.0671101495264434,0.111326772523933,0.128089513631419,0.149777840300284,-0.0209855155725298,-0.244075617886569,-0.196958070577499,-0.0112680428810955,0.00697098965788855,-0.221660076404941,-0.427673673420737,0.21360335362185,0.226140297213157,0.216281418583619,0.134698794812283,-0.024799200875492,-0.0458245333752842,0.0556671348751559,0.0317678559388786,-0.117523621496309,-0.313193421347868,-0.222477491403642,-0.169091375801826,-0.0945462591775969,-0.427149843778296,-0.650366031563008,-0.550768706115169,-0.203077722164436,-0.0683354796580507,-0.428020835516448,-0.622428491976243,0.864840173055248,0.217843177541453,-0.0797007329573155,0.039204735264979,-0.431186334901899,0.864840173055265,0.217843177541395,-0.0797007329578433,0.0392047352648311,-0.431186334901789,0.076932350708154,-0.0338633457248735,0.0766098575406709,-0.00517039102115611,-0.000767203786545515,-0.0102877141580331,0.0383588904532965,-0.00504579047773801,-0.217352309774178
"tmin1",-0.0855759742289738,-0.176042482303178,0.245407169104346,-0.770987701503501,0.0812294031212513,0.318917098081496,0.262152864429612,0.35231248778379,0.292584389374475,0.398268064988509,0.400446845232126,0.334639838133789,0.167031130642953,0.394497108514115,0.351763292985161,1,0.941512970937683,0.94131235435421,0.956861069044461,0.932214344888227,0.919621245415964,0.932665519747941,0.894063209995993,0.901781344610674,0.842276294840815,0.867676684918107,0.82498735907377,0.839278616947087,0.817419439021124,0.723192040271609,0.749410552273071,0.855948635238661,0.853378922555791,0.716789048166684,0.588989790349113,0.950785143786093,0.899721808082654,0.902834816448188,0.913018715144752,0.869203700008101,0.860341922672952,0.918190400628555,0.89254691163292,0.823382397513127,0.70647057370628,0.388975601112495,0.436634997594304,0.44353765846147,0.319916311798941,0.106189529085094,0.119574993307017,0.436826257572691,0.562701602205684,0.270084553659978,0.208369385273842,0.471071144339805,0.959562090709301,0.823894580743301,0.902285232069458,0.377288076361425,0.471071144339767,0.959562090709291,0.823894580742806,0.902285232069283,0.377288076361548,-0.0569844325123929,-0.0273976859557776,0.0501671430987461,-0.00537714401692086,0.0288891300561739,0.143556728942282,0.0639630710332205,0.00778772400589972,-0.0144592714079079
"tmin2",-0.0519620033693104,-0.270836094128617,0.315197756036285,-0.793888822756821,0.0803813405497707,0.233796032477654,0.257893060979403,0.334255489547089,0.391516566544412,0.405243005716501,0.424959712000867,0.397515385005895,0.241702355946485,0.392571351491055,0.366045561337618,0.941512970937683,1,0.960919130728998,0.96655739032453,0.95868420750404,0.929724513860748,0.895876337229196,0.906916090102537,0.880805095995122,0.837372511583503,0.851950029465735,0.858672117034672,0.851827886538159,0.803688569616266,0.722682013332335,0.738315583170885,0.822697760560047,0.842500634328252,0.722011530848741,0.5601351418587,0.917004576498967,0.944339216884119,0.918573389383719,0.908350251436747,0.880562345989777,0.858163977355584,0.882291790230078,0.890712570072001,0.818447307415859,0.685201831014341,0.431124615999965,0.432866915403321,0.443119184182116,0.286280306510701,0.078720240870769,0.0873871848824319,0.420526338770885,0.527093460128732,0.29952757542765,0.16670013936619,0.498197813896151,0.961701931387387,0.817411794683643,0.899130974620623,0.362008559108386,0.498197813896089,0.961701931387426,0.817411794683165,0.899130974620508,0.36200855910851,-0.0242101118160068,-0.0423017950545649,-0.0107478347476612,-0.0188787021470953,0.0129216362001329,0.076728972149862,0.0729534698549119,-0.0495684593912874,-0.0545717695500881
"tmin3",-0.0311720762723659,-0.210284166015168,0.281023048259437,-0.799662661127452,0.0366737404855052,0.296990773173442,0.220904621432653,0.284394619270191,0.340501649395511,0.402170734320965,0.408017578791531,0.41649195379707,0.226786264578734,0.331318614674692,0.304273529125505,0.94131235435421,0.960919130728998,1,0.939928785879926,0.971250992845849,0.951242131035412,0.904924954255766,0.915759686685042,0.918606108029606,0.867475637871126,0.855681339491045,0.86469181967544,0.893218194523361,0.83650620883801,0.744444270468968,0.765728638106789,0.851669436046901,0.873120105936732,0.768631310376945,0.609147342451407,0.919247980034442,0.932837035082489,0.960126679388683,0.918078339450016,0.899884483425239,0.884238273481893,0.904095868713312,0.913593272897516,0.863723542719286,0.72931805423878,0.438283790366232,0.485560941339605,0.474349650606591,0.370460282937797,0.0975535284160392,0.107306652607913,0.462322178355098,0.574529385793632,0.337890377332382,0.218638711233696,0.455681784225951,0.971398611436382,0.848161355223365,0.922172975707423,0.40926928190433,0.455681784225908,0.971398611436431,0.848161355222928,0.922172975707412,0.40926928190445,-0.0396247154712458,-0.0490644917038156,-0.012195828887646,-0.0452275978527178,0.023706418374651,0.0839102506288654,0.0846602457041297,-0.0585713056289384,-0.0447409340576124
"tmin4",-0.0657308641365302,-0.239095222465626,0.298160179658161,-0.79725844210386,0.0846090673772569,0.27274285140997,0.300444488962158,0.347193173780799,0.324447830340361,0.396831060503501,0.439222812597219,0.402502277061632,0.253916599232979,0.418596350607821,0.357423055018512,0.956861069044461,0.96655739032453,0.939928785879926,1,0.945678287420433,0.935341426287571,0.935641210477821,0.915010264830187,0.895676618868655,0.861640051546737,0.871835238551641,0.845899406051538,0.829220661972548,0.818916094657307,0.732799142530286,0.732514395346382,0.843159442188372,0.862259581776704,0.709667465869526,0.562700144379072,0.93569103922211,0.922991676876867,0.896021024384173,0.931824111612054,0.881227140999838,0.857174013097125,0.91143575717007,0.906417151918553,0.816334954267587,0.695836996264358,0.449266087558468,0.446433056747448,0.425608159986046,0.275111887448065,0.106509424279135,0.0701285960710535,0.410015999359691,0.554904796450344,0.26455373681319,0.149783147508701,0.503759297416209,0.968967291501123,0.820699064928015,0.904130308285997,0.359147631289762,0.503759297416166,0.968967291500993,0.820699064927586,0.904130308285847,0.359147631289885,-0.0293482021969031,-0.02618153044298,0.0048998171046889,-0.0118323716492544,0.0116265885552893,0.107041310138216,0.064348861907607,-0.0280959141704249,-0.035339496776763
"tmin5",-0.00172383370086683,-0.197001049119759,0.272704488150898,-0.789852799033738,0.0714929888882053,0.277266478503908,0.178195494466244,0.257373297012419,0.352386812874007,0.418305926277943,0.431757000218742,0.397747360874874,0.200280976725888,0.314203243409924,0.293915441910106,0.932214344888227,0.95868420750404,0.971250992845849,0.945678287420433,1,0.952618232330765,0.908062951224225,0.931479191931274,0.926654896015129,0.869098490534766,0.825290866332202,0.871872284544382,0.894059168929666,0.809892318331182,0.723979173028083,0.750453454331475,0.848093617526068,0.87103609057893,0.763213166416337,0.594341503512956,0.896576190210061,0.93656720303566,0.949013571651878,0.903629449699257,0.899616718009589,0.875659718517307,0.903156969320612,0.918459079823071,0.863400224818098,0.719923418026624,0.393056074648049,0.500598273116039,0.512637387991264,0.319571412923953,0.0388766664876855,0.0790655038495296,0.452060257408538,0.552162374248834,0.321022092459424,0.193675993009561,0.441736316652869,0.973797252173187,0.836505846939911,0.915912076431749,0.383638382048019,0.441736316652803,0.973797252173193,0.836505846939433,0.91591207643177,0.383638382048131,-0.0433743036089059,-0.0494704243554002,0.0101214358641008,-0.0102514498365867,0.0582315419168303,0.0587337982804146,0.120928120467654,-0.0667729801901503,-0.0443180451256934
